update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what,update/4/when,update/4/what
1147783770,minor,,,142055,,,,,,
1148026669,normal,,,142747,,,,,,
1148028469,trivial,,,142765,,,,,,
1148041571,normal,,,142816,,,,,,
1148041605,normal,,,142817,,,,,,
1148045476,normal,,,142836,,,,,,
1148535957,minor,,,143688,,,,,,
1148835324,normal,,,144141,,,,,,
1148846201,normal,,,144144,,,,,,
1148867521,normal,,,144174,,,,,,
1149078983,normal,,,144741,,,,,,
1149447802,normal,,,145252,,,,,,
1149448468,normal,,,145254,,,,,,
1149753639,normal,,,146007,,,,,,
1149838654,normal,,,146251,,,,,,
1149840882,normal,,,146257,,,,,,
1150184127,normal,,,146822,,,,,,
1150373390,minor,,,147332,,,,,,
1150910927,normal,,,148137,,,,,,
1151217122,normal,,,148561,,,,,,
1151324648,normal,,,148702,,,,,,
1151485984,minor,,,149018,,,,,,
1151489832,trivial,,,149034,,,,,,
1151499561,trivial,,,149061,,,,,,
1151503360,trivial,,,149075,,,,,,
1151920202,minor,,,149474,,,,,,
1151933477,trivial,,,149494,,,,,,
1151938539,minor,,,149495,,,,,,
1152020805,minor,,,149600,,,,,,
1152189988,normal,,,149876,,,,,,
1152640664,normal,,,150330,,,,,,
1153360444,minor,,,151191,,,,,,
1153843976,normal,,,151778,,,,,,
1154347456,normal,,,152359,,,,,,
1154594199,normal,,,152738,,,,,,
1154613254,normal,,,152785,,,,,,
1156264064,major,,,154776,,,,,,
1156517897,normal,,,155277,,,,,,
1157118709,major,,,156007,,,,,,
1158161215,normal,,,157237,,,,,,
1158592881,normal,,,157703,,,,,,
1159168118,minor,,,158547,,,,,,
1161783848,normal,,,162294,,,,,,
1161931678,normal,,,162553,,,,,,
1162107335,normal,,,162696,,,,,,
1162470525,normal,,,163244,,,,,,
1162488628,normal,,,163281,,,,,,
1162873606,trivial,,,163641,,,,,,
1163689471,normal,,,164875,,,,,,
1164359098,normal,,,165786,,,,,,
1165877569,normal,,,167530,,,,,,
1168869581,normal,,,170529,,,,,,
1169039700,normal,,,170817,,,,,,
1169790606,normal,,,171774,,,,,,
1170352875,normal,,,172589,,,,,,
1171865674,normal,,,174614,,,,,,
1176413779,normal,,,182265,,,,,,
1179237600,minor,,,187100,,,,,,
1179829892,normal,,,188371,,,,,,
1179854558,major,,,188511,,,,,,
1179868100,normal,,,188548,,,,,,
1180343789,normal,,,189455,,,,,,
1180518303,normal,,,189958,,,,,,
1181140910,normal,,,191361,,,,,,
1181186726,normal,,,191438,,,,,,
1181242166,normal,,,191615,,,,,,
1181547264,normal,,,191955,,,,,,
1181733945,major,,,192495,,,,,,
1181880373,trivial,,,192835,,,,,,
1183464297,normal,,,195299,,,,,,
1184586165,trivial,,,196691,,,,,,
1184661131,normal,,,196819,,,,,,
1184990305,trivial,,,197391,,,,,,
1185763369,normal,,,198236,,,,,,
1185811373,normal,,,198335,,,,,,
1187162364,normal,,,200028,,,,,,
1188895601,normal,,,202159,,,,,,
1189063970,trivial,,,202441,,,,,,
1189510283,trivial,,,202955,,,,,,
1189587112,normal,,,203081,,,,,,
1189673464,minor,,,203277,,,,,,
1189685542,minor,,,203336,,,,,,
1189686912,normal,,,203341,,,,,,
1189688026,minor,,,203344,,,,,,
1189689262,minor,,,203346,,,,,,
1193394233,normal,,,207595,,,,,,
1194461535,normal,,,209114,,,,,,
1199884978,normal,,,214795,,,,,,
1207293679,normal,,,225736,,,,,,
1207757838,normal,,,226384,,,,,,
1208703151,normal,,,227926,,,,,,
1208846123,normal,,,228188,,,,,,
1209454900,normal,,,229306,,,,,,
1211444482,normal,,,233457,,,,,,
1211958064,normal,,,234350,,,,,,
1212416110,normal,,,235216,,,,,,
1212502099,normal,,,235451,,,,,,
1213336041,trivial,,,237056,,,,,,
1213599207,normal,,,237271,,,,,,
1213621927,normal,,,237337,,,,,,
1215420722,normal,,,239809,,,,,,
1215421654,normal,,,239811,,,,,,
1215422189,normal,,,239812,,,,,,
1215422635,normal,,,239815,,,,,,
1215431493,normal,,,239836,,,,,,
1215432015,normal,,,239839,,,,,,
1215434465,normal,,,239845,,,,,,
1215434605,normal,,,239848,,,,,,
1215436086,normal,,,239853,,,,,,
1215436334,normal,,,239855,,,,,,
1215439032,normal,,,239866,,,,,,
1215439933,normal,,,239870,,,,,,
1215440824,normal,,,239874,,,,,,
1215442077,normal,,,239877,,,,,,
1215504053,normal,,,239974,,,,,,
1215505231,normal,,,239991,,,,,,
1215508816,normal,,,240006,,,,,,
1215511910,normal,,,240017,,,,,,
1215527070,normal,,,240072,,,,,,
1215527529,normal,,,240073,,,,,,
1215577057,trivial,,,240137,,,,,,
1215585071,normal,,,240148,,,,,,
1215585801,trivial,,,240151,,,,,,
1215657996,normal,,,240297,,,,,,
1216281328,normal,,,241250,,,,,,
1217758395,trivial,,,242991,,,,,,
1218704149,normal,,,244176,,,,,,
1221646222,normal,,,247675,,,,,,
1221890022,normal,,,248048,,,,,,
1224301063,normal,,,251302,,,,,,
1225206091,normal,,,252490,,,,,,
1225230691,normal,,,252529,,,,,,
1228985013,major,,,258441,,,,,,
1236324994,normal,,,267357,,,,,,
1236699349,normal,,,267979,,,,,,
1237824258,normal,,,269743,,,,,,
1238004885,normal,,,270042,,,,,,
1240911398,normal,,,274089,,,,,,
1242217352,trivial,,,276160,,,,,,
1242976162,normal,,,277455,,,,,,
1242985568,normal,,,277492,,,,,,
1243221879,normal,,,277654,,,,,,
1243394168,normal,,,278002,,,,,,
1243445667,normal,,,278138,,,,,,
1243606910,normal,,,278467,,,,,,
1243856959,normal,,,278649,,,,,,
1243862512,normal,,,278662,,,,,,
1243928116,normal,,,278774,,,,,,
1243945453,normal,,,278842,,,,,,
1243955525,normal,,,278867,,,,,,
1244035592,normal,,,279006,,,,,,
1244038710,normal,,,279017,,,,,,
1244106528,normal,,,279118,,,,,,
1246289117,minor,,,281917,,,,,,
1246417396,normal,,,282121,,,,,,
1248700614,minor,,,284797,,,,,,
1249372035,normal,,,285585,,,,,,
1249699581,minor,,,286045,,,,,,
1250000050,normal,,,286331,,,,,,
1250000087,normal,,,286332,,,,,,
1250000155,normal,,,286333,,,,,,
1250076399,normal,,,286418,,,,,,
1250149436,normal,,,286518,,,,,,
1250149479,normal,,,286519,,,,,,
1250151244,normal,,,286523,,,,,,
1252412388,minor,,,288851,,,,,,
1253537156,trivial,,,290057,,,,,,
1253833153,normal,,,290474,,,,,,
1255492178,normal,,,292231,,,,,,
1256179053,normal,,,293001,,,,,,
1263185464,normal,,,299261,,,,,,
1263471767,normal,,,299674,,,,,,
1264543258,normal,,,300948,,,,,,
1264565199,normal,,,300960,,,,,,
1271151053,normal,,,309014,,,,,,
1271151304,normal,,,309016,,,,,,
1271151439,normal,,,309017,,,,,,
1271679012,normal,,,309725,,,,,,
1271948213,normal,,,310198,,,,,,
1272954525,normal,,,311527,,,,,,
1272957124,normal,,,311540,,,,,,
1272960638,normal,,,311555,,,,,,
1273847511,trivial,,,312978,,,,,,
1273856401,trivial,,,312991,,,,,,
1274333207,normal,,,313700,,,,,,
1274680219,normal,,,314102,,,,,,
1274791769,normal,,,314328,,,,,,
1274848782,normal,,,314427,,,,,,
1274857458,normal,,,314454,,,,,,
1277717024,normal,,,318191,,,,,,
1277717555,normal,,,318194,,,,,,
1277718263,normal,,,318196,,,,,,
1277718768,normal,,,318199,,,,,,
1277718870,normal,,,318200,,,,,,
1277726235,normal,,,318219,,,,,,
1277726970,normal,,,318221,,,,,,
1278257616,normal,,,318823,,,,,,
1278258043,trivial,,,318824,,,,,,
1278592336,normal,,,319303,,,,,,
1279249518,trivial,,,320085,,,,,,
1282239089,trivial,,,323200,,,,,,
1284971375,minor,,,325761,,,,,,
1286844019,trivial,,,327510,,,,,,
1286877736,trivial,,,327576,,,,,,
1295858605,trivial,,,335192,,,,,,
1298141746,normal,,,337652,,,,,,
1302021388,normal,,,341967,,,,,,
1137013493,trivial,,,123538,,,,,,
1137727667,normal,,,124614,,,,,,
1138469449,normal,,,125629,,,,,,
1139586823,normal,,,127344,,,,,,
1139888695,normal,,,127632,,,,,,
1140155745,normal,,,128386,,,,,,
1140246159,normal,,,128509,,,,,,
1142312217,normal,,,131680,,,,,,
1142497771,normal,,,132149,,,,,,
1142623271,normal,,,132424,,,,,,
1143618821,normal,,,133846,,,,,,
1143623279,normal,,,133870,,,,,,
1144317628,normal,,,135306,,,,,,
1144572319,normal,,,135746,,,,,,
1145609658,normal,,,137950,,,,,,
1146035177,minor,,,138612,,,,,,
1146042466,normal,,,138651,,,,,,
1146642032,normal,,,139949,,,,,,
1146644674,normal,,,139957,,,,,,
1146685293,normal,,,140101,,,,,,
1147048430,normal,,,140536,,,,,,
1147094387,normal,,,140645,,,,,,
1147333259,normal,,,141291,,,,,,
1148035053,normal,,,142802,,,,,,
1148047044,normal,,,142846,,,,,,
1148264303,normal,,,142938,,,,,,
1149661341,normal,,,145750,,,,,,
1150123707,minor,,,146708,,,,,,
1152071691,normal,,,149648,,,,,,
1152151549,normal,,,149788,,,,,,
1153143991,normal,,,150859,,,,,,
1153747278,minor,,,151627,,,,,,
1153813834,normal,,,151695,,,,,,
1153820630,normal,,,151713,,,,,,
1153900691,normal,,,151852,,,,,,
1154507711,normal,,,152599,,,,,,
1156147326,normal,,,154537,,,,,,
1156516042,normal,,,155270,,,,,,
1156765537,normal,,,155436,,,,,,
1156858777,normal,,,155586,,,,,,
1157470511,normal,,,156273,,,,,,
1157777261,normal,,,156795,,,,,,
1158040918,normal,,,157012,,,,,,
1158320978,normal,,,157507,,,,,,
1158492260,normal,,,157591,,,,,,
1158570884,normal,,,157646,,,,,,
1159264908,normal,,,158793,,,,,,
1159310734,critical,,,158922,,,,,,
1159442541,minor,,,159151,,,,,,
1159442720,normal,,,159153,,,,,,
1159519188,normal,,,159294,,,,,,
1159793368,minor,,,159484,,,,,,
1159971105,normal,,,159801,,,,,,
1160048774,minor,,,159914,,,,,,
1160540950,normal,,,160453,,,,,,
1160807610,normal,,,160959,,,,,,
1160973080,minor,,,161026,,,,,,
1160981800,normal,,,161044,,,,,,
1160987503,critical,,,161057,,,,,,
1160988794,normal,,,161063,,,,,,
1161075895,normal,,,161254,,,,,,
1161205218,critical,,,161504,,,,,,
1161574575,normal,,,161922,,,,,,
1162290091,normal,,,162928,,,,,,
1162466160,normal,,,163237,,,,,,
1163157986,normal,,,164141,,,,,,
1163185782,normal,,,164209,,,,,,
1163596774,normal,,,164695,,,,,,
1163686906,normal,,,164873,,,,,,
1163979410,trivial,,,165117,,,,,,
1164374432,normal,,,165813,,,,,,
1164380335,normal,,,165821,,,,,,
1164794445,normal,,,166215,,,,,,
1164954169,normal,,,166472,,,,,,
1165258571,normal,,,166721,,,,,,
1165377051,major,,,166937,,,,,,
1165739987,normal,,,167347,,,,,,
1165827991,normal,,,167430,,,,,,
1166001920,major,,,167861,,,,,,
1166100450,major,,,168101,,,,,,
1166463243,normal,,,168478,,,,,,
1166624529,normal,,,168771,,,,,,
1166784582,blocker,,,168942,,,,,,
1166944714,major,,,168994,,,,,,
1167231719,normal,,,169137,,,,,,
1167319343,normal,,,169212,,,,,,
1167973612,normal,,,169669,,,,,,
1167988262,normal,,,169692,,,,,,
1169148289,normal,,,170989,,,,,,
1170317109,normal,,,172485,,,,,,
1170930469,normal,,,173481,,,,,,
1171439682,normal,,,174159,,,,,,
1171614962,normal,,,174440,,,,,,
1171934322,normal,,,174737,,,,,,
1172544771,critical,,,175658,,,,,,
1172586507,normal,,,175741,,,,,,
1172925784,normal,,,176294,,,,,,
1174877370,normal,,,179264,,,,,,
1175533809,minor,,,180594,,,,,,
1176338545,major,,,182082,,,,,,
1176455248,normal,,,182336,,,,,,
1176685347,major,,,182499,,,,,,
1177377838,normal,,,183730,,,,,,
1177490881,minor,,,184024,,,,,,
1177646081,normal,,,184397,,,,,,
1177675099,critical,,,184494,,,,,,
1178166133,normal,,,185307,,,,,,
1178192406,minor,,,185403,,,,,,
1178194589,normal,,,185411,,,,,,
1178268679,major,,,185556,,,,,,
1178420539,normal,,,185675,,,,,,
1178578152,normal,,,185892,,,,,,
1178720120,normal,,,186245,,,,,,
1178786643,normal,,,186370,,,,,,
1178790301,normal,,,186397,,,,,,
1178843855,normal,,,186499,,,,,,
1178852541,major,,,186529,,,,,,
1178950070,normal,,,186675,,,,,,
1179143013,normal,,,186844,,,,,,
1179153193,normal,,,186876,,,,,,
1179155800,normal,,,186888,,,,,,
1179272683,normal,,,187179,,,,,,
1179313619,major,,,187318,,,,,,
1179476149,normal,,,187814,,,,,,
1179490558,normal,,,187877,,,,,,
1179640218,normal,,,187986,,,,,,
1179762129,normal,,,188169,,,,,,
1180000490,minor,,,188964,,,,,,
1180473638,normal,,,189823,,,,,,
1180506601,critical,,,189901,,,,,,
1180555741,normal,,,190104,,,,,,
1180768641,normal,,,190649,,,,,,
1181111802,normal,,,191235,,,,,,
1181112839,critical,,,191242,,,,,,
1181114207,normal,,,191250,,,,,,
1181140956,normal,,,191362,,,,,,
1181286345,normal,,,191694,,,,,,
1182491665,normal,,,193965,,,,,,
1183041793,normal,,,194836,,,,,,
1183107254,major,,,194923,,,,,,
1183110890,normal,,,194931,,,,,,
1183187954,blocker,,,195015,,,,,,
1183367106,blocker,,,195146,,,,,,
1183604172,normal,,,195493,,,,,,
1183633700,blocker,,,195554,,,,,,
1183690647,normal,,,195629,,,,,,
1183733412,major,,,195706,,,,,,
1183877751,blocker,,,195759,,,,,,
1183948028,normal,,,195793,,,,,,
1184237536,normal,,,196345,,,,,,
1184339794,normal,,,196508,,,,,,
1184427031,normal,,,196550,,,,,,
1184577761,normal,,,196668,,,,,,
1184672112,critical,,,196848,,,,,,
1184704442,normal,,,196896,,,,,,
1185351083,normal,,,197801,,,,,,
1185446604,normal,,,197995,,,,,,
1185538293,major,,,198146,,,,,,
1185538309,major,,,198147,,,,,,
1185546464,normal,,,198160,,,,,,
1185783532,normal,,,198271,,,,,,
1185977289,normal,,,198583,,,,,,
1186625484,normal,,,199372,,,,,,
1186716103,minor,,,199534,,,,,,
1187070817,minor,,,199863,,,,,,
1187171629,normal,,,200057,,,,,,
1187311923,normal,,,200305,,,,,,
1187318456,normal,,,200317,,,,,,
1187381977,trivial,,,200444,,,,,,
1187685252,normal,,,200689,,,,,,
1187753356,normal,,,200784,,,,,,
1188230468,normal,,,201334,,,,,,
1188477440,normal,,,201776,,,,,,
1188682903,blocker,,,201995,,,,,,
1188825532,normal,,,202099,,,,,,
1188878579,normal,,,202140,,,,,,
1189182911,major,,,202703,,,,,,
1189401068,normal,,,202780,,,,,,
1189431063,minor,,,202835,,,,,,
1189567191,normal,,,203046,,,,,,
1189591861,normal,,,203096,,,,,,
1189681974,normal,,,203320,,,,,,
1190103237,normal,,,203776,,,,,,
1190197477,normal,,,204004,,,,,,
1190348138,normal,,,204254,,,,,,
1190799827,normal,,,204700,,,,,,
1190892830,normal,,,204839,,,,,,
1191114347,critical,,,204993,,,,,,
1191306358,blocker,,,205170,,,,,,
1191483561,major,,,205435,,,,,,
1191837498,critical,,,205744,,,,,,
1191921319,normal,,,205823,,,,,,
1191942103,major,,,205869,,,,,,
1192250314,critical,,,206225,,,,,,
1192262139,normal,,,206228,,,,,,
1192408523,normal,,,206280,,,,,,
1192434271,normal,,,206321,,,,,,
1192611119,normal,,,206634,,,,,,
1192705695,normal,,,206794,,,,,,
1192837606,major,,,206972,,,,,,
1192837940,major,,,206973,,,,,,
1193144907,normal,,,207214,,,,,,
1193277044,normal,,,207412,,,,,,
1193285019,major,,,207427,,,,,,
1193483429,major,,,207674,,,,,,
1193841601,critical,,,208308,,,,,,
1193909004,normal,,,208417,,,,,,
1194136572,major,,,208687,,,,,,
1194177287,minor,,,208701,,,,,,
1194417345,normal,,,209009,,,,,,
1194420506,normal,,,209017,,,,,,
1194438537,major,,,209067,,,,,,
1194940380,normal,,,209628,,,,,,
1195129020,normal,,,209999,,,,,,
1195376285,trivial,,,210200,,,,,,
1195472160,normal,,,210274,,,,,,
1195486297,normal,,,210304,,,,,,
1195649791,normal,,,210568,,,,,,
1195805603,normal,,,210761,,,,,,
1196015292,blocker,,,210878,,,,,,
1196084317,normal,,,210967,,,,,,
1196152622,major,,,211061,,,,,,
1196208426,normal,,,211166,,,,,,
1196436893,normal,,,211647,,,,,,
1196675755,normal,,,211771,,,,,,
1196828746,normal,,,211979,,,,,,
1197362313,major,,,212550,,,,,,
1197373231,normal,,,212623,,,,,,
1197650886,normal,,,213071,,,,,,
1197813405,normal,,,213117,,,,,,
1197847811,normal,,,213138,,,,,,
1197847854,normal,,,213139,,,,,,
1197885967,normal,,,213189,,,,,,
1198030131,normal,,,213419,,,,,,
1198057985,minor,,,213472,,,,,,
1198070330,normal,,,213511,,,,,,
1198198402,critical,,,213670,,,,,,
1198212018,major,,,213688,,,,,,
1198349778,normal,,,213784,,,,,,
1199445954,normal,,,214371,,,,,,
1199456928,normal,,,214396,,,,,,
1199465263,normal,,,214411,,,,,,
1199717184,normal,,,214539,,,,,,
1199726400,major,,,214556,,,,,,
1199792032,normal,,,214641,,,,,,
1199960150,normal,,,214913,,,,,,
1200263510,normal,,,215170,,,,,,
1200351358,normal,,,215296,,,,,,
1200366713,normal,,,215312,,,,,,
1200748125,critical,,,215892,,,,,,
1200835413,normal,,,215913,,,,,,
1200934606,critical,,,216058,,,,,,
1201086124,normal,,,216307,,,,,,
1201260814,normal,,,216615,,,,,,
1201290572,normal,,,216663,,,,,,
1201489606,normal,,,216725,,,,,,
1201490233,major,,,216729,,,,,,
1201536244,normal,,,216830,,,,,,
1201701022,normal,,,217145,,,,,,
1201729239,minor,,,217207,,,,,,
1202376626,normal,,,218184,,,,,,
1202832346,normal,,,218703,,,,,,
1202917285,normal,,,218883,,,,,,
1203333227,normal,,,219333,,,,,,
1203482808,critical,,,219574,,,,,,
1203527573,major,,,219697,,,,,,
1203572088,normal,,,219767,,,,,,
1203766721,normal,,,220073,,,,,,
1203790501,major,,,220088,,,,,,
1203801312,normal,,,220090,,,,,,
1204192475,critical,,,220763,,,,,,
1204353232,normal,,,221033,,,,,,
1204508340,normal,,,221098,,,,,,
1204550518,normal,,,221204,,,,,,
1204625678,normal,,,221344,,,,,,
1204689268,normal,,,221475,,,,,,
1205157471,normal,,,222100,,,,,,
1205420656,normal,,,222655,,,,,,
1205488522,normal,,,222757,,,,,,
1205936726,normal,,,223246,,,,,,
1205990922,normal,,,223331,,,,,,
1206079468,major,,,223481,,,,,,
1206337256,major,,,223624,,,,,,
1206512250,normal,,,224072,,,,,,
1206687510,major,,,224571,,,,,,
1206691718,normal,,,224584,,,,,,
1206710981,normal,,,224702,,,,,,
1206832145,critical,,,224785,,,,,,
1206953209,normal,,,224914,,,,,,
1206976669,normal,,,224997,,,,,,
1206979047,major,,,225005,,,,,,
1207109196,minor,,,225293,,,,,,
1207186070,trivial,,,225494,,,,,,
1207217209,normal,,,225592,,,,,,
1207265241,major,,,225696,,,,,,
1207306417,normal,,,225780,,,,,,
1207331369,blocker,,,225861,,,,,,
1207371248,major,,,225875,,,,,,
1207399574,normal,,,225881,,,,,,
1207660063,major,,,226177,,,,,,
1207816392,normal,,,226529,,,,,,
1207816471,normal,,,226530,,,,,,
1208210013,major,,,227067,,,,,,
1208316265,normal,,,227289,,,,,,
1208361075,major,,,227443,,,,,,
1208433654,normal,,,227619,,,,,,
1208485742,normal,,,227721,,,,,,
1208743590,normal,,,227966,,,,,,
1208829574,normal,,,228166,,,,,,
1208934933,critical,,,228401,,,,,,
1209018403,normal,,,228657,,,,,,
1209047929,normal,,,228760,,,,,,
1209090064,normal,,,228838,,,,,,
1209369965,critical,,,229050,,,,,,
1209436925,normal,,,229245,,,,,,
1210376027,normal,,,231415,,,,,,
1210490019,minor,,,231461,,,,,,
1211031664,minor,,,232671,,,,,,
1211192282,critical,,,232823,,,,,,
1211377849,normal,,,233327,,,,,,
1211382349,normal,,,233345,,,,,,
1211968502,blocker,,,234403,,,,,,
1212390490,normal,,,235122,,,,,,
1212405417,normal,,,235186,,,,,,
1212486920,normal,,,235373,,,,,,
1212579914,normal,,,235657,,,,,,
1212645171,normal,,,235802,,,,,,
1212654812,major,,,235833,,,,,,
1213148478,normal,,,236575,,,,,,
1213713688,normal,,,237534,,,,,,
1213843108,critical,,,237754,,,,,,
1214062476,major,,,238033,,,,,,
1214415195,normal,,,238500,,,,,,
1214440754,normal,,,238518,,,,,,
1214441221,normal,,,238522,,,,,,
1214458261,normal,,,238557,,,,,,
1214480479,normal,,,238647,,,,,,
1214488910,critical,,,238676,,,,,,
1214537860,normal,,,238749,,,,,,
1214769185,normal,,,238924,,,,,,
1214831111,normal,,,239039,,,,,,
1214920238,major,,,239160,,,,,,
1214969660,blocker,,,239209,,,,,,
1215212954,normal,,,239678,,,,,,
1215484182,normal,,,239928,,,,,,
1215550000,normal,,,240107,,,,,,
1216186821,normal,,,241073,,,,,,
1216738406,normal,,,241746,,,,,,
1216802680,normal,,,241818,,,,,,
1216813970,normal,,,241849,,,,,,
1217218548,normal,,,242208,,,,,,
1217242297,major,,,242271,,,,,,
1217323853,normal,,,242404,,,,,,
1217326002,minor,,,242411,,,,,,
1217409710,minor,,,242583,,,,,,
1217473828,normal,,,242680,,,,,,
1217754937,normal,,,242990,,,,,,
1217922767,normal,,,243164,,,,,,
1217928246,critical,,,243177,,,,,,
1218021874,minor,,,243347,,,,,,
1218871913,critical,,,244360,,,,,,
1219228501,normal,,,244722,,,,,,
1219264708,normal,,,244771,,,,,,
1219311102,normal,,,244833,,,,,,
1219384211,major,,,244940,,,,,,
1219547211,normal,,,245035,,,,,,
1220180853,normal,,,245789,,,,,,
1220357582,normal,,,245998,,,,,,
1220428912,normal,,,246085,,,,,,
1220455189,normal,,,246157,,,,,,
1220615077,major,,,246405,,,,,,
1221468277,blocker,,,247298,,,,,,
1221580082,normal,,,247576,,,,,,
1221629589,blocker,,,247633,,,,,,
1221641836,normal,,,247661,,,,,,
1221647592,major,,,247681,,,,,,
1221771468,normal,,,247922,,,,,,
1222133904,minor,,,248241,,,,,,
1222237250,major,,,248420,,,,,,
1222504347,normal,,,248836,,,,,,
1222943997,critical,,,249521,,,,,,
1223078916,blocker,,,249673,,,,,,
1223481355,trivial,,,250194,,,,,,
1223960531,normal,,,250756,,,,,,
1224026932,normal,,,250887,,,,,,
1224519511,major,,,251487,,,,,,
1224668887,normal,,,251730,,,,,,
1224777049,normal,,,251941,,,,,,
1225122503,major,,,252274,,,,,,
1225250425,minor,,,252546,,,,,,
1225638452,normal,,,253112,,,,,,
1226072899,major,,,254659,,,,,,
1226566300,normal,,,255185,,,,,,
1226578289,minor,,,255239,,,,,,
1226628967,minor,,,255314,,,,,,
1226670176,normal,,,255393,,,,,,
1227069395,normal,,,255766,,,,,,
1227215535,major,,,256052,,,,,,
1227859159,critical,,,256895,,,,,,
1228109591,major,,,257054,,,,,,
1228424685,normal,,,257663,,,,,,
1228898400,major,,,258290,,,,,,
1228985411,major,,,258444,,,,,,
1229419108,major,,,258952,,,,,,
1229432420,normal,,,258997,,,,,,
1231170851,major,,,260001,,,,,,
1231200817,normal,,,260023,,,,,,
1231275609,minor,,,260198,,,,,,
1231500956,critical,,,260566,,,,,,
1231533318,major,,,260612,,,,,,
1231708885,normal,,,260661,,,,,,
1231733999,minor,,,260686,,,,,,
1231824984,normal,,,260838,,,,,,
1231913074,major,,,261006,,,,,,
1232014675,normal,,,261216,,,,,,
1232016775,normal,,,261217,,,,,,
1232420054,major,,,261598,,,,,,
1232616639,normal,,,262024,,,,,,
1233060101,major,,,262620,,,,,,
1233250878,normal,,,262987,,,,,,
1233345326,normal,,,263116,,,,,,
1233697023,normal,,,263579,,,,,,
1234839721,normal,,,265100,,,,,,
1235107344,blocker,,,265624,,,,,,
1235119654,normal,,,265648,,,,,,
1235124855,normal,,,265665,,,,,,
1235443517,minor,,,265925,,,,,,
1235493665,minor,,,266048,,,,,,
1235943236,minor,,,266645,,,,,,
1236850551,normal,,,268357,,,,,,
1237279919,blocker,,,268976,,,,,,
1237379416,normal,,,269250,,,,,,
1237400088,normal,,,269299,,,,,,
1237584170,normal,,,269586,,,,,,
1237796848,trivial,,,269686,,,,,,
1238434082,normal,,,270539,,,,,,
1238517386,major,,,270681,,,,,,
1239161386,normal,,,271590,,,,,,
1239268822,normal,,,271796,,,,,,
1239363074,critical,,,271911,,,,,,
1239717424,normal,,,272214,,,,,,
1239853267,normal,,,272474,,,,,,
1239871637,normal,,,272507,,,,,,
1239945501,normal,,,272671,,,,,,
1240177400,critical,,,272849,,,,,,
1240556793,normal,,,273583,,,,,,
1240585443,normal,,,273652,,,,,,
1240751021,normal,,,273738,,,,,,
1240974891,normal,,,274260,,,,,,
1240975188,normal,,,274263,,,,,,
1241125206,critical,,,274623,,,,,,
1241360672,normal,,,274764,,,,,,
1241413354,critical,,,274810,,,,,,
1241658553,trivial,,,275261,,,,,,
1241948815,minor,,,275566,,,,,,
1242048035,normal,,,275716,,,,,,
1242091888,trivial,,,275809,,,,,,
1242376924,normal,,,276510,,,,,,
1242744966,normal,,,277003,,,,,,
1242758609,normal,,,277038,,,,,,
1242793125,normal,,,277099,,,,,,
1243136879,normal,,,277604,,,,,,
1243143889,normal,,,277605,,,,,,
1243320983,normal,,,277841,,,,,,
1243332009,normal,,,277886,,,,,,
1243408822,normal,,,278042,,,,,,
1243587331,normal,,,278402,,,,,,
1243654806,normal,,,278510,,,,,,
1243898854,minor,,,278722,,,,,,
1243986046,normal,,,278895,,,,,,
1244018199,blocker,,,278961,,,,,,
1244365848,major,,,279384,,,,,,
1244461190,normal,,,279500,,,,,,
1244525084,normal,,,279595,,,,,,
1244610866,major,,,279781,,,,,,
1244839543,blocker,,,280160,,,,,,
1245333428,normal,,,280827,,,,,,
1245787495,normal,,,281300,,,,,,
1245854087,normal,,,281411,,,,,,
1245891919,normal,,,281455,,,,,,
1245927618,minor,,,281541,,,,,,
1245946301,critical,,,281586,,,,,,
1246006005,normal,,,281669,,,,,,
1246006043,normal,,,281670,,,,,,
1246006045,normal,,,281671,,,,,,
1246246111,normal,,,281828,,,,,,
1246990712,normal,,,282761,,,,,,
1247059025,normal,,,282915,,,,,,
1247084840,blocker,,,282945,,,,,,
1247502546,normal,,,283345,,,,,,
1247846875,normal,,,283900,,,,,,
1248176658,minor,,,284165,,,,,,
1248257209,blocker,,,284294,,,,,,
1248338622,normal,,,284430,,,,,,
1248626112,normal,,,284685,,,,,,
1249281422,major,,,285431,,,,,,
1249496950,normal,,,285804,,,,,,
1249628428,normal,,,285990,,,,,,
1250194890,blocker,,,286594,,,,,,
1250208784,normal,,,286600,,,,,,
1250765984,major,,,287211,,,,,,
1251094410,major,,,287428,,,,,,
1251406495,normal,,,287906,,,,,,
1251905373,normal,,,288412,,,,,,
1252027634,minor,,,288603,,,,,,
1252045713,normal,,,288627,,,,,,
1253033512,critical,,,289536,,,,,,
1253134118,normal,,,289674,,,,,,
1253696151,normal,,,290276,,,,,,
1253843767,critical,,,290485,,,,,,
1254027565,major,,,290647,,,,,,
1254309551,major,,,290933,,,,,,
1254807697,normal,,,291461,,,,,,
1254923671,normal,,,291675,,,,,,
1255102078,normal,,,291961,,,,,,
1255405121,major,,,292126,,,,,,
1255591267,normal,,,292396,,,,,,
1255675924,normal,,,292517,,,,,,
1255863930,normal,,,292628,,,,,,
1255999969,major,,,292738,,,,,,
1256015098,normal,,,292759,,,,,,
1256093951,normal,,,292869,,,,,,
1256113552,normal,,,292901,,,,,,
1256461822,critical,,,293260,,,,,,
1256629372,minor,,,293422,,,,,,
1256639256,normal,,,293459,,,,,,
1256707734,trivial,,,293553,,,,,,
