update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what,update/4/when,update/4/what,update/5/when,update/5/what
1136131494,API inconsistency with IJavaSearchConstants.IMPLEMENTORS and SearchPattern,1136182552,[search] API inconsistency with IJavaSearchConstants.IMPLEMENTORS and SearchPattern,122442,,,,,,,,
1136246610,CompilationUnit,1136246657,CompilationUnit,122486,,,,,,,,
1136132769,Type hierarchy of inner member type misses anoymous subtypes,1136276056,Type hierarchy of inner member type misses anonymous subtypes,122444,1144662899,[hierarchy] Type hierarchy of inner member type misses anonymous subtypes,,,,,,
1136263498,Extra bracket gets generated as shown: System.out.println() ),1136283931,[typing][content assist] Extra bracket gets generated as shown: System.out.println() ),122501,,,,,,,,
1136300870,Externalize Strings forgets substitution pattern,1136342594,[nls tooling] Externalize Strings forgets substitution pattern,122564,,,,,,,,
1136354643,IMember.getCategories() only returns first category,1136355845,[javadoc] IMember.getCategories() only returns first category,122616,,,,,,,,
1136351447,Qualified this has generic type binding instead of parameterized one,1136360091,[1.5][compiler] Qualified this has generic type binding instead of parameterized one,122610,,,,,,,,
1136354759,compiler misses return type substitutability error with multiple inheritance and overriding method,1136360204,[1.5][compiler] Compiler misses return type substitutability error with multiple inheritance and overriding method,122617,,,,,,,,
1136133763,Organize imports adds unused static import,1136364385,[organize import] adds unused static import,122445,,,,,,,,
1136300042,Run JUnit test no longer works for nested static classes [JUnit],1136368163,[junit] Run JUnit test no longer works for nested static classes [JUnit],122562,1149589891,[JUnit] Run JUnit test no longer works for nested static classes,,,,,,
1136368669,Interface shown as Class in Open Type Dialog,1136370730,[open type] Interface shown as Class in Open Type Dialog,122632,,,,,,,,
1136385381,incorrect indentation lebel when using quick fix to create constructor,1136425733,[correction] incorrect indentation lebel when using quick fix to create constructor,122668,1136426527,[ast rewrite] incorrect indentation lebel when using quick fix to create constructor,1190356623,[ast rewrite] incorrect indentation label when using quick fix to create constructor,,,,
1136387678,"Focus lost after ""Show Tooltip Description"" popup for errors",1136426041,"[hovering] Focus lost after ""Show Tooltip Description"" popup for errors",122675,,,,,,,,
1136377451,Java element search fails for generic binary methods,1136426568,[search] Java element search fails for generic binary methods,122653,,,,,,,,
1136431846,"[build path] 
[build path] Build Path variables not updated in library tab after ""Configure Variables"" used",1136439935,[build path],122731,1136440282,[build path] Variable value not updated in source tabe,,,,,,
1136457679,StackOverflow in compiler,1136458598,[1.5][compiler] StackOverflow in compiler,122775,,,,,,,,
1136455283,OutOfMemoryError while cleaning org.eclipse.jdt.core project,1136458891,[builder] OutOfMemoryError while cleaning org.eclipse.jdt.core project,122763,,,,,,,,
1136519976,Reference to binary member constructor not found,1136522732,[search] Reference to binary member constructor not found,122880,,,,,,,,
1136571459,Boxing conversion should be performed in conditional expression,1136576218,[1.5][compiler] Boxing conversion should be performed in conditional expression,122987,,,,,,,,
1136538933,Two places for file comment template,1136600984,Improve code template variable naming,122916,,,,,,,,
1136631951,the code of method X is exceeding the 65535 bytes limit,1136639993,[compiler] The code of method X is exceeding the 65535 bytes limit,123005,,,,,,,,
1136520202,Multiple interface inheritance is incompatible with Sun compiler,1136714302,[1.5][compiler] Multiple interface inheritance is incompatible with Sun compiler,122881,,,,,,,,
1136577258,Infinite Recursion Evalutaing Self Referencing Object,1136732597,Infinite Recursion Evaluating Self Referencing Object,122991,,,,,,,,
1136792287,@linkplain no longer proposed when 1.4 compliance is used,1136792883,[javadoc][assist] @linkplain no longer proposed when 1.4 compliance is used,123096,,,,,,,,
1136581734,Access rules don't apply to generic types,1136828257,[1.5][compiler] Access rules don't apply to generic types,122995,,,,,,,,
1136871779,Java search in enclosing project gives NPE,1136872183,Java search in enclosing project gives NPE,123228,,,,,,,,
1136871805,"""Show In > Outline"" does not work (always beeps)",1136872239,"[navigation] ""Show In > Outline"" does not work (always beeps)",123229,,,,,,,,
1136870097,[1.5] search engine does not find reflexive type reference in type parameter declaration,1136874858,[1.5][search] engine does not find reflexive type reference in type parameter declaration,123226,,,,,,,,
1136868367,inccorect warning requiring casting of String[] to Object[],1136879715,[1.5][compiler] Incorrect warning requiring casting of String[] to Object[],123223,,,,,,,,
1136886811,CTRL+O hotkey stops working,1136888005,[KeyBindings] interactions: CTRL+O hotkey stops working,123263,1136897301,[Dialog] Quick Outline never closes,,,,,,
1136950614,content assist in common prefix mode shows not applicable proposals,1136959644,[content assist] in common prefix mode shows not applicable proposals,123398,,,,,,,,
1136953863,can NOT do the debug and type program line by line!,1136960572,can type program line by line!,123403,,,,,,,,
1136971985,support EFS for zip/jar files,1136971996,Support EFS for zip/jar files,123437,,,,,,,,
1136978982,AST: Strange new type IResolvedAnnotation,1136980522,AST: new type IResolvedAnnotation,123470,,,,,,,,
1136998164,exception in content assist for malformed field,1137029344,ArrayStoreException in content assist for malformed field,123514,1137043646,[1.5] ArrayStoreException in content assist for malformed field,1137571408,[1.5] [assist]ArrayStoreException in content assist for malformed field,,,,
1136982904,Auto-indent incorrect after ?: in single-statement if,1137032942,[typing] Auto-indent incorrect after ?: in single-statement if,123485,,,,,,,,
1136978381,clean up service,1137035170,[clean up] 'add this qualifier' super.field becomes super.this.field,123468,,,,,,,,
1136916674,Method inlining breaks runtime behavior.,1137042425,[inline refactoring] Method inlining breaks runtime behavior.,123356,,,,,,,,
1137059414,[javadoc][hover] Links are not displayed if there is a space between last char and },1137059799,[hovering] link with ending space in @link tag not shown,123604,1137059831,[hovering] @link tag with link with ending space not shown in hover,,,,,,
1137041862,[nls wizard] problem with duplicated keys,1137061888,[nls tooling] problem with duplicated keys,123580,,,,,,,,
1137266624,running a java app from eclipse causes the gui to hang if main doesn't exit,1137339627,running a java app from eclipse causes the gui to hang if main blocks on console input,123894,,,,,,,,
1137148156,Actions on CUs from repository should be disabled.,1137380102,[misc] Actions on CUs from repository should be disabled.,123782,,,,,,,,
1137388296,"Should provide an ""Add keyword final to all unchanged variables and properties""",1137388339,"Should provide an ""Add keyword 'final' to all unchanged variables and properties""",123946,1140576621,"[quick assist] ""Add keyword 'final' to all unchanged variables and properties""",,,,,,
1136965821,[quick fix] assign all parameters to new fields,1137399643,[quick assist] assign all parameters to new fields,123421,,,,,,,,
1137082076,missing icon or bad hit in search results,1137401650,[search] missing icon or bad hit in search results,123679,,,,,,,,
1137420013,Hover shows incorrect value for static int,1137420023,Hover shows incorrect value for static final int,124022,,,,,,,,
1137178270,Enter key on template selection dialog dismisses  the dialog,1137464793,[preferences] Enter key on template selection dialog dismisses  the dialog,123851,,,,,,,,
1137483232,Optional classpath entry,1137483246,Optional classpath entry,124117,,,,,,,,
1137550881,Delete fails and Blocks the application,1137551525,[typing] Delete fails and Blocks the application,124264,,,,,,,,
1137499340,java.lang.Exception: New line delimiter added to new code: 13,1137553587,[implementation] java.lang.Exception: New line delimiter added to new code: 13,124179,,,,,,,,
1137496700,Multi-lined Strings break javadoc and block commenting,1137555190,[typing] Multi-lined Strings break javadoc and block commenting,124167,,,,,,,,
1137169002,clean up feature request: convert raw type usage to generic,1137559330,[clean up] request: convert raw type usage to generic,123839,,,,,,,,
1137501816,Status line loses error text when selection changes,1137564283,[navigation] Status line loses annotation text when selection changes,124182,,,,,,,,
1137583288,Debug perspective causes NoSuchMethodError problems,1137583706,Debug perspective causes NoSuchMethodError problems,124335,,,,,,,,
1137597119,Method defaults not resolved,1137602293,[DOM AST] Method defaults not resolved,124388,,,,,,,,
1137649061,Search does not find references to enum type in binary annotation,1137649853,[1.5][search] does not find references to enum type in binary annotation,124469,,,,,,,,
1137746264,Search for implementors does not find subclasses of binary classes,1137750403,[search] for implementors does not find subclasses of binary classes,124645,,,,,,,,
1137763764,redraw problem with JavaEditor.resetProject(),1137985486,[projection] redraw problem with JavaEditor.resetProject(),124702,,,,,,,,
1137656256,Can't find out whether linking is enabled in the package explorer,1137990266,[API] Can't find out whether linking is enabled in the package explorer,124479,,,,,,,,
1137987894,Right to left typing after exception in FastPartitioner,1138010858,[typing] Right to left typing after exception in FastPartitioner,124832,,,,,,,,
1138082062,Line selection using line number ruler does not work anymore in Java Editor,1138082431,[rulers] Line selection using line number ruler does not work anymore in Java Editor,124990,,,,,,,,
1138096234,deadlock in PreferenceForwarder.firePropertyChangeEvent,1138097176,[misc] deadlock in PreferenceForwarder.firePropertyChangeEvent,125013,1138097242,[misc] deadlock in PreferencesAdapter.firePropertyChangeEvent,,,,,,
1138054150,Hot code replace failing silently,1138098254,Drop to frame on a static method drops one too far,124970,1147702353,[hcr] Drop to frame on a static method drops one too far,,,,,,
1138101081,String break does not follow code formatter guidelines.,1138101672,[typing] String break should follow code formatter guidelines,125028,,,,,,,,
1137746662,NPEwhen open type hierarchy on java.lang.Comparable,1138105435,Connecting type parameter fails for local types,124646,,,,,,,,
1138104972,content assist does not offer default constructor after type name,1138153869,[content assist] content assist does not offer default constructor after type name,125039,,,,,,,,
1138107721,Annotation description cut off in code assist,1138154413,[content assist] Annotation description cut off in code assist,125053,,,,,,,,
1138131704,Editor scrolls on its own accord during code completion,1138155620,[typing] Editor scrolls on its own accord during code completion,125114,,,,,,,,
1138096797,Code assist / autocomplete offers invalid choice when defining variable,1138155780,[assist] autocomplete offers invalid choice when defining variable,125016,,,,,,,,
1138159255,Refactor -> Change Method Signature causes internal error,1138165027,[search] Refactor -> Change Method Signature causes internal error,125134,,,,,,,,
1138183817,search: AIOOBE in PatternLocator when searching for dependency extent from manifest,1138187431,[search] AIOOBE in PatternLocator when searching for dependency extent from manifest,125178,,,,,,,,
1136258706,[clean up] [infrastructure] No context help for clean up wizard,1138195318,[clean up] [infrastructure] Missing context help,122493,1139995370,Missing context help in JDT/UI,,,,,,
1137385917,Eclipse 3.1.1 compile error,1138202898,[1.5][compiler] Invalid ambiguous method error,123943,,,,,,,,
1138224258,"In build  I20060125-0800, the key binding  Ctrl + Shift + G doesn't work in the outliner",1138244512,"[misc] In build  I20060125-0800, the key binding  Ctrl + Shift + G doesn't work in the outliner",125275,,,,,,,,
1138177851,Automtic build doesn't work when lib directory is removed,1138283586,Automatic build doesn't work when lib directory is removed,125157,,,,,,,,
1138245244,Eclipse shows only one failure or error from the JUnit test result,1138334825,[JUnit] Eclipse shows only one failure or error from the JUnit test result,125296,,,,,,,,
1138341351,Copying of text not working outside print margin,1138349913,[typing] Copying of text not working outside print margin,125456,,,,,,,,
1138331576,Additional bounds while first one is type parameter: JDK 1.50_05 compiles but Eclipse 3.1.2 does not,1138355142,[1.5][compiler] Additional bounds while first one is type parameter: JDK 1.50_05 compiles but Eclipse 3.1.2 does not,125445,,,,,,,,
1138030411,1.4 Compiler Compliance not working for compareTo,1138359826,[1.4][compiler] 1.4 Compiler Compliance not working for compareTo,124943,,,,,,,,
1138002170,Compiler generates wrong code (try-catch-finally),1138360155,[compiler] Compiler generates wrong code (try-catch-finally),124853,,,,,,,,
1138363134,Embedding html in a link placed in a @see JavaDoc tag causes a warning,1138365850,[javadoc] Embedding html in a link placed in a @see JavaDoc tag causes a warning,125518,,,,,,,,
1138593125,@category not standing out enough in outliner,1138597298,[navigation] @category not standing out enough in outliner,125677,,,,,,,,
1138624176,Separate category id for 'type restriction' problem,1138624487,Separate category id for 'type restriction' problems,125731,1139223841,[api] Separate category id for 'type restriction' problems,,,,,,
1138623784,JAR Export fails on nested src directories,1138681997,[jar exporter] JAR Export fails on nested src directories,125730,,,,,,,,
1138738022,Export/Import preferences should let user to choose wich preference to export/import,1138738094,"""Export/Import preferences"" should let user to choose wich preference to export/import",125965,1138870457,"[prefs] ""Export/Import preferences"" should let user to choose wich preference to export/import",,,,,,
1138592573,@category should not read beyond end of line,1138780027,[javadoc] @category should not read beyond end of line,125676,,,,,,,,
1138714691,Treat whitespace in javadoc tags as invalid tags,1138780976,[javadoc] Treat whitespace in javadoc tags as invalid tags,125903,,,,,,,,
1138175923,Refactoring (rename) does not update Java Build Path,1138787906,[refactoring] Rename Project does not update Java Build Path,125152,,,,,,,,
1138803762,Java compiler generates incorrect byte code for empty enums,1138812059,[1.5][compiler] Java compiler generates incorrect byte code for empty enums,126087,,,,,,,,
1138804980,Java compiler generates extra field for enums with abstract methods,1138816947,[1.5][compiler] Java compiler generates extra field for enums with abstract methods,126091,,,,,,,,
1138844994,arrays and comma,1138845579,arrays and comma and IAE,126148,1138848177,"IAE when typing String[] s =  {"""",,,};",,,,,,
1138862500,UI freezes while hovering,1138866075,UI freezes because of hyperlink detector,126174,,,,,,,,
1138865374,AFE while typing in JavaEditor,1138869735,[typing] AFE while typing in JavaEditor,126176,,,,,,,,
1138731272,Failed to compile Jaxb 2.0,1138878373,[1.5][compiler] Failed to compile Jaxb 2.0,125956,,,,,,,,
1138870128,Outline of binary type does not show children in source order,1138878652,[misc] Outline of binary type does not show children in source order,126184,,,,,,,,
1138760346,Cleanup Wizards doesn't check out files,1138938794,[clean up][infrastructure] Cleanup Wizards doesn't check out files,125986,,,,,,,,
1138945253,AIOOBE while exporting Annotation with arrays field,1138945361,AIOOBE while exporting project in which annotations have arrays field,126332,1138945805,AIOOBE in classfile reader while exporting project in which annotations have arrays field,,,,,,
1138943376,[api] all supported SuppressWarning tokes,1138957970,[api] all supported SuppressWarning tokens,126326,,,,,,,,
1138955984,Suggestions for AbstractInformationControl,1138959414,[key binding] Suggestions for AbstractInformationControl,126342,,,,,,,,
1138944524,[search] Type reference not found in jar file if sources was not already opened,1138967501,Type reference not found in jar file if sources was not already opened,126330,,,,,,,,
1138971775,Quick Outline with inherited members sorts by offset across declaring types,1139044894,[misc] Quick Outline with inherited members sorts by offset across declaring types,126391,,,,,,,,
1138940583,Add constant in JavaCore for nullReference,1139199986,[options] Add constant in JavaCore for nullReference,126321,,,,,,,,
1138959619,There is no public APIs for Move Refactoring,1139203584,[api] public APIs for Move Refactoring,126353,,,,,,,,
1139127178,NPE while quick fix,1139214087,[quick fix] NPE while quick fix,126488,,,,,,,,
1139222116,"String[] s =  {"""",,,} leads to wrong positions after conversion",1139222130,"[DOM][AST] String[] s =  {"""",,,} leads to wrong positions after conversion",126598,,,,,,,,
1139245368,Several exceptions attempting to do template completion with selection,1139281257,[content assist] Several exceptions attempting to do template completion with selection,126662,,,,,,,,
1139304945,MarkerResolution not provided if multiple markers are on same line,1139306158,[correction] MarkerResolution not provided if multiple markers are on same line,126734,,,,,,,,
1139328737,ConcurrentModificationException in,1139328763,ConcurrentModificationException in AsynchronousViewer.unmapAllElements,126822,,,,,,,,
1139216977,org.eclipse.ui.newWizards class is incorrectly cast to Wizard,1139376673,[wizards] org.eclipse.ui.newWizards class is incorrectly cast to Wizard,126567,,,,,,,,
1139389457,Clean Up - Annotations should not be checked and disabled < 5.0,1139390871,[clean up][ui] - Annotations should not be checked and disabled < 5.0,126917,,,,,,,,
1139425019,String splitting in Java editor does not respect formatter preference,1139449951,[typing] String splitting in Java editor does not respect formatter preference,127006,,,,,,,,
1139450760,TEST.java does not exist while deleting,1139450778,File does not exist log entry while deleting,127034,,,,,,,,
1139408828,CorrectionMarkerResolutionGenerator his inconsistent hasResolutions and getResolutions for read-only files,1139451345,[correction] CorrectionMarkerResolutionGenerator his inconsistent hasResolutions and getResolutions for read-only files,126971,,,,,,,,
1139466591,NPE when doing codeassit inside scrapbook page,1139470276,[content assist] NPE when doing codeassit inside scrapbook page,127057,,,,,,,,
1139485859,delegte methods does not work for static variables,1139486032,delegate methods does not work for static variables,127116,,,,,,,,
1139420660,Compiler fails on valid multiple (non-inner) classes in a java file,1139496112,Compiler fails on valid multiple secondary classes in a java file,126999,,,,,,,,
1139477781,[compiler] inappropriate error location for QualifiedNameReference-s,1139522174,[compiler] inappropriate error location for QualifiedNameReferences,127078,,,,,,,,
1139558082,"Compiler incorrectly reports ""variable may not have been initialized""",1139559107,"[compiler] Compiler incorrectly reports ""variable may not have been initialized""",127255,,,,,,,,
1139448856,JUnit exception,1139739648,[junit] fails to run with UTF-16,127032,,,,,,,,
1139589174,"NPE during clean up wizard ""for loop conversion""",1139804698,"[quick assist] NPE during clean up wizard ""for loop conversion""",127346,,,,,,,,
1139574876,Add the ability to hide deprecated methods from Code Assist,1139823852,[codeassist] Add the ability to hide deprecated methods from Code Assist,127296,,,,,,,,
1139216467,Inconsistent error reporting between static import and direct field access,1139824366,[1.5][compiler] Inconsistent error reporting between static import and direct field access,126564,,,,,,,,
1139542742,ICompilationParticipantResult needs to be spec'ed,1139826249,BuildContext needs to be spec'ed,127239,,,,,,,,
1139824253,Need new checkbox in Content Assist preference page for CODEASSIST_DEPRECATION_CHECK,1139827390,[content assist][preferences] Need new checkbox in Content Assist preference page for CODEASSIST_DEPRECATION_CHECK,127481,,,,,,,,
1139808723,EmptyStackException in Refacto;ingDescriptorStack when undoing Multi Quick Fix,1139845268,EmptyStackException in RefactoringDescriptorStack when undoing Multi Quick Fix,127447,,,,,,,,
1139210608,null reference analysis: add interprocedural analysis,1139882709,[compiler] null reference analysis: add interprocedural analysis,126551,,,,,,,,
1139548315,Null reference analysis doesn't understand assertions,1139882981,[compiler] Null reference analysis doesn't understand assertions,127244,,,,,,,,
1139775237,ctrl-shift-G does not work in outline,1139883451,[navigation] ctrl-shift-G does not work in outline,127413,,,,,,,,
1139855902,Unexpected output sequence and NPE,1139887780,[compiler] Unexpected output sequence and NPE,127603,,,,,,,,
1139887715,[codeassist] CodeAssist doesn't filter deprecated types,1139890423,[index] CodeAssist doesn't filter deprecated types,127628,,,,,,,,
1139903587,NPE when selecting template proposal,1139904147,[templates] NPE when selecting template proposal,127692,,,,,,,,
1139903041,wrong indendation after surround with do template,1139904876,[templates] wrong indendation after surround with do template,127689,,,,,,,,
1139902860,Code completion proposals are missing,1139905561,[assist] Code completion proposals are missing,127688,,,,,,,,
1139910865,[jar exporter] failur updating to new JAR,1139910881,[jar exporter] failure updating to new JAR,127741,,,,,,,,
1139914310,Open project menu item appears when it shouldn't,1139918925,[package explorer] Open project menu item appears when it shouldn't,127780,,,,,,,,
1139916777,Manifest selection dialog in JAR exporter not sorted,1139919141,[jar exporter] Manifest selection dialog in JAR exporter not sorted,127799,,,,,,,,
1139913466,Incorrect Help Information,1139923816,[Encoding] Incorrect Help Information,127769,,,,,,,,
1139975248,BIDI: wrong ordering of Hebrew text in tooltip code window,1139975988,[hovering] BIDI: wrong ordering of Hebrew text in tooltip code window,127987,,,,,,,,
1139911383,"Build Path action ""no actions available"" should be disabled",1139977036,"[build path] Build Path action ""no actions available"" should be disabled",127746,,,,,,,,
1139891836,[cleanup] Use change filters in the preview,1139978221,[cleanup[infrastructure]] Use change filters in the preview,127645,1139997010,[cleanup][infrastructure] Use change filters in the preview,,,,,,
1139891556,setting source folder output location displays progress dialog,1139978488,[build path] setting source folder output location displays progress dialog,127642,,,,,,,,
1139891552,new java project wizard: help issues,1139978592,[build path] new java project wizard: help issues,127641,,,,,,,,
1139891548,new java project wizard: issues,1139978899,[build path] new java project wizard: issues,127640,,,,,,,,
1138706277,"clean up: a dirty CU remains dirty, a clean CU is saved after the clean up",1139995470,"[clean up][infrastructure] a dirty CU remains dirty, a clean CU is saved after the clean up",125869,,,,,,,,
1139988028,[Null pointer analysis] invalid analysis,1140001553,[compiler] null reference analysis: invalid analysis,128016,,,,,,,,
1140005787,AST - instanceof - getLength returns wrong length,1140014418,AST - instanceof - getLength returns wrong length,128077,,,,,,,,
1140002243,Compiler reports errors against compilabale code,1140014482,[1.5][compiler] Compiler reports errors against compilabale code,128063,,,,,,,,
1140004825,Content Assist should give constants declared in target type higher relevance,1140056794,Content Assist should give static fields and methods declared in target type higher relevance,128073,,,,,,,,
1140010913,file save and cut& paste too slow,1140084805,[typing] file save and cut& paste too slow,128088,,,,,,,,
1140088567,Comparing two java elements from external file shows _E_X_T_E_R_N_A_L_P_R_O_J_E_C_T_,1140089472,Project name of java elements from external file is _E_X_T_E_R_N_A_L_P_R_O_J_E_C_T_,128258,,,,,,,,
1140156046,Editor: Hover dialog is hiding some of the information,1140163911,[hovering] Editor: Hover dialog is hiding some of the information,128387,,,,,,,,
1140166773,eclipse doesn't emit unchecked warning,1140175991,[1.5][compiler] eclipse doesn't emit unchecked warning,128418,,,,,,,,
1140318452,AST - VariableDeclarationStatement splits up,1140339106,[DOM][AST] Multiple locals not supported in switch statements,128539,,,,,,,,
1140263152,compiler problem simmilar to http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6213818,1140341161,[1.5][compiler] compiler problem simmilar to http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6213818,128520,,,,,,,,
1140369797,Java 1.4 compiler (UI?) incorrectly reports incompatible return type,1140406640,[compiler] Java 1.4 compiler (UI?) incorrectly reports incompatible return type,128560,,,,,,,,
1140342084,'null' warning may end up incorrect in some cases,1140408230,[compiler] null reference analysis: an Object participation into a String concatenation expression should not mark it as being non null,128546,,,,,,,,
1139846465,Null reference doesn't handle lazy initialization coding pattern,1140409366,[compiler] null reference analysis: doesn't handle lazy initialization coding pattern within loops,127570,1145608070,[compiler][null] lazy initialization coding pattern within loops,,,,,,
1140421663,lost keybindings when typing before PopupDialog shows,1140423402,[KeyBindings] lost keybindings when typing before PopupDialog shows,128632,1140491851,[key binding] lost keybindings when typing before PopupDialog shows,,,,,,
1140488970,Can no longer add multiple folders via Java Build properties 'Source' tab,1140492083,[build path] Can no longer add multiple folders via Java Build properties 'Source' tab,128763,,,,,,,,
1140513766,NPEs in log during tests on mac,1140514866,[prefs] NPEs in log during tests on mac,128814,1141043855,[prefs] NPEs in log during tests,,,,,,
1140514808,[clean up] Use blocks produces uncompilable code,1140516982,[quick assist] Change 'else' to block moves 'else' into comment,128818,,,,,,,,
1137660449,"[1.5] ""Find unused dependencies"" misses references to generic types",1140517983,"[1.5][search] ""Find unused dependencies"" misses references to generic types",124489,,,,,,,,
1140518839,Wrong warning for unnecessary semicolon as else statement,1140526176,[compiler] Wrong warning for unnecessary semicolon as else statement,128840,,,,,,,,
1139911881,Busted Inpect popup,1140549643,Popup location incorrect,127754,1147688800,[evaluation] Popup location incorrect,,,,,,
1140516958,Long pause and exceptions pressing Ctrl+O,1140578942,[navigation] Long pause and exceptions pressing Ctrl+O,128825,,,,,,,,
1140661337,Cleanup Wizard produces syntax error for enum declarations,1140665948,[clean up] Qualify static fields qualifies enum constants,129115,,,,,,,,
1139932717,Should there be null reference warning for string concatenation?,1140668828,[compiler][null] Should there be null reference warning for string concatenation?,127919,1141017940,[compiler][null] non String objects references involved into string concatenation should not raise null ref. warnings,,,,,,
1140666899,nested generic type in combination with 'extends' confuse compiler,1140670445,[1.5][compiler] nested generic type in combination with 'extends' confuse compiler,129129,,,,,,,,
1140675501,VariableDeclarator aren't recovered by statments recovery,1140679385,VariableDeclarator isn't recovered by statments recovery,129142,,,,,,,,
1140530964,search reports inexistent IMethod for binary constructor of inner class,1140681418,[search] reports inexistent IMethod for binary constructor of inner class,128877,,,,,,,,
1140004221,Check usage of CustomSourceInformationControl,1140686382,[implementation] Check usage of CustomSourceInformationControl,128070,,,,,,,,
1139825726,Using ISourceManipulation.delete not as good as JavaDeleteProcessor,1140689741,[API] Using ISourceManipulation.delete not as good as JavaDeleteProcessor,127487,,,,,,,,
1140693801,"contrary behaviour to Sun's compiler concerning typed classes, non-static inner classes and inheritence",1140694183,"[1.5][compiler] Contrary behaviour to Sun's compiler concerning typed classes, non-static inner classes and inheritence",129190,,,,,,,,
1140672200,[javadoc] No completion offered in javadoc,1140709411,[javadoc][assist] No completion offered in javadoc,129137,,,,,,,,
1140709329,Focus javadoc hover shows blank popup window,1140750680,[hovering] Focus javadoc hover shows blank popup window,129236,,,,,,,,
1140704240,Break-point hidden under warning,1140750716,[rulers] Break-point hidden under warning,129222,,,,,,,,
1140688123,Changing resource encoding causes SWT error,1140753228,[implementation] Changing resource encoding causes SWT error,129171,,,,,,,,
1140499743,DnD support when moving fields or methods has problems,1140756282,[dnd] support when moving fields or methods has problems,128782,,,,,,,,
1140500046,DnD of a member makes file dirty,1140756737,[dnd] DnD of a member makes file dirty,128785,,,,,,,,
1139910471,Cannot display a Chinese class name in java editor,1140759442,[encoding] Cannot display a Chinese class name in java editor,127735,1140776765,[wizard] new type with chinease name not correctly created,,,,,,
1140688800,"Allow users to select using JUnit 3.8 or 4.0, and automatically generate the correctly formatted file.",1140759616,"[junit] Allow users to select using JUnit 3.8 or 4.0, and automatically generate the correctly formatted file.",129174,,,,,,,,
1140788871,non-public Junit Assert.format accessible to test cases,1140788990,[1.5][compiler] Non-public Junit Assert.format accessible to test cases,129388,,,,,,,,
1140918766,LaunchPlugin#startup does too much work,1140921461,LaunchPlugin#start(BundleContext) does too much work,129483,1147702404,[performance] LaunchPlugin#start(BundleContext) does too much work,,,,,,
1140886813,CompilationUnitDocumentProvider#createFakeCompiltationUnit should check for null path,1141008663,[implementation] CompilationUnitDocumentProvider#createFakeCompiltationUnit should check for null path,129467,,,,,,,,
1140686371,[quick fix] 'Change modifier to final' changes order or variable decl fragments,1141013756,[quick fix] 'Change modifier to final' changes order of variable decl fragments,129165,,,,,,,,
1140718529,Eclipse gives a type mismatch error while javac accepts the code,1141019805,[1.5][compiler] Eclipse gives a type mismatch error while javac accepts the code,129261,,,,,,,,
1139987757,[Null pointer analysis] invalid analysis when redundant check is done,1141031876,[compiler][null] invalid analysis when redundant check is done,128014,,,,,,,,
1141190355,[package explorer] Copy should also work on elements from Jar,1141194780,[ccp] Copy should also work on elements from Jar,129922,,,,,,,,
1141196096,IDE no longer responsive with junit tests are running,1141196155,IDE no longer responsive when junit tests are running,129929,,,,,,,,
1141163903,quick fix on unneccessary is gives bad suggestion.,1141203696,"[quick fix] Light bulb on unneccessary else statement suggests ""surround with runnable""",129876,,,,,,,,
1141203643,Removing launches from Console should remove corresponding test runs,1141204877,[junit] Removing launches from Console should remove corresponding test runs,129952,,,,,,,,
1141214079,ReconcileContext API: Does getAST3 return AST with binding?,1141214092,ReconcileContext API: Does getAST3 return AST with bindings?,130000,1245935222,[API] ReconcileContext API: Does getAST3 return AST with bindings?,,,,,,
1141219851,@Override cannot be used for static methods,1141222227,[1.5][compiler] @Override cannot be used for static methods,130017,,,,,,,,
1141279368,[junit view] Hierarchical mode sometimes show test in progress and sometimes not,1141279439,[junit view] Hierarchical mode sometimes show testcase in progress and sometimes not,130106,1141279521,[junit] Hierarchical mode sometimes show testcase in progress and sometimes not,,,,,,
1141285684,"Wrong error generated ""The method Inner in type Inner can only set one of public / protected / private""",1141287964,"[compiler] Wrong error generated ""The method Inner in type Inner can only set one of public / protected / private""",130117,,,,,,,,
1141304353,dialogs resized by context help save wrong size,1141304737,[Help] dialogs resized by context help save wrong size,130190,1147866516,[Help] Open type dialog saves wrong size when tray open,1151055249,[open type] saves wrong size when tray open,,,,
1141327817,Can't toggle the checkbox in NLS wizard,1141350418,[nls tooling] Can't toggle the checkbox in NLS wizard,130253,,,,,,,,
1141289071,Error while creating javadoc for a java language element within a class with specific content,1141352189,[typing] Error while creating javadoc for a java language element within a class with specific content,130126,,,,,,,,
1141354421,Remove curly braces / parenthesis QA accessability,1141359332,[quick assist] Remove curly braces / parenthesis QA accessability,130284,,,,,,,,
1141321076,"""Variable never used"" is reported if variable is only referenced with this.variable",1141395323,"[compiler] ""Variable never used"" is reported if variable is only referenced with this.variable",130247,,,,,,,,
1141632710,[editor] Erroneous bulb icon in left ruler,1141639727,[painting] Erroneous bulb icon in left ruler,130542,,,,,,,,
1141633333,[1.5] Error creating array of generics of inner class.,1141658700,[1.5][compiler] Error creating array of generics of inner class.,130543,,,,,,,,
1140976469,convert to enhanced for should not be applicable sometimes,1141705870,[quick assist] convert to enhanced for should not be applicable sometimes,129508,,,,,,,,
1141709925,Source->Format formatting java code intends &lt;pre&gt; tags.,1141710006,Source->Format formatting java code intends <pre> tags repeatedly.,130724,,,,,,,,
