update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what,update/4/when,update/4/what
1207487162,normal,,,225910,,,,,,
1207562388,normal,,,225989,,,,,,
1207562497,normal,,,225990,,,,,,
1207567729,normal,,,226004,,,,,,
1207623322,normal,,,226097,,,,,,
1207640703,normal,,,226128,,,,,,
1207646293,normal,,,226140,,,,,,
1207658835,normal,,,226174,,,,,,
1207713998,major,,,226254,,,,,,
1207730733,normal,,,226293,,,,,,
1207731842,normal,,,226300,,,,,,
1207765619,normal,,,226398,,,,,,
1207766982,normal,,,226400,,,,,,
1207771283,normal,,,226403,,,,,,
1207772483,normal,,,226407,,,,,,
1207801502,normal,,,226470,,,,,,
1207801772,trivial,,,226472,,,,,,
1207811963,normal,,,226499,,,,,,
1207821909,normal,,,226559,,,,,,
1207896198,normal,,,226671,,,,,,
1207918146,normal,,,226745,,,,,,
1208155608,normal,,,226917,,,,,,
1208165701,normal,,,226951,,,,,,
1208168539,normal,,,226968,,,,,,
1208168693,major,,,226969,,,,,,
1208173958,normal,,,226979,,,,,,
1208175511,normal,,,226980,,,,,,
1208244292,normal,,,227124,,,,,,
1208246069,normal,,,227129,,,,,,
1208250572,normal,,,227147,,,,,,
1208316318,normal,,,227290,,,,,,
1208333934,normal,,,227332,,,,,,
1208335019,normal,,,227340,,,,,,
1208339095,normal,,,227361,,,,,,
1208340143,major,,,227368,,,,,,
1208340293,normal,,,227370,,,,,,
1208342686,normal,,,227377,,,,,,
1208343833,normal,,,227381,,,,,,
1208357511,normal,,,227435,,,,,,
1208402764,normal,,,227508,,,,,,
1208413135,normal,,,227533,,,,,,
1208423957,normal,,,227570,,,,,,
1208424282,normal,,,227573,,,,,,
1208431872,normal,,,227608,,,,,,
1208432106,normal,,,227611,,,,,,
1208432111,normal,,,227612,,,,,,
1208459906,normal,,,227694,,,,,,
1208471187,normal,,,227706,,,,,,
1208492668,normal,,,227740,,,,,,
1208503050,normal,,,227762,,,,,,
1208517460,normal,,,227803,,,,,,
1208520715,normal,,,227815,,,,,,
1208781289,normal,,,228075,,,,,,
1208853918,normal,,,228209,,,,,,
1208868394,normal,,,228257,,,,,,
1208869823,normal,,,228263,,,,,,
1208916665,normal,,,228348,,,,,,
1208923136,normal,,,228365,,,,,,
1208926429,normal,,,228371,,,,,,
1208938006,normal,,,228424,,,,,,
1208943945,normal,,,228446,,,,,,
1208945239,normal,,,228451,,,,,,
1208948479,normal,,,228460,,,,,,
1208954259,normal,,,228487,,,,,,
1208957406,normal,,,228499,,,,,,
1209038125,normal,,,228726,,,,,,
1209118591,normal,,,228898,,,,,,
1209125606,normal,,,228925,,,,,,
1209368841,normal,,,229034,,,,,,
