update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what
1161595993,normal,,,161967,,,,
1161598565,normal,,,161975,,,,
1161598944,normal,,,161977,,,,
1161600863,normal,,,161980,,,,
1161609514,normal,,,161996,,,,
1161628107,critical,,,162026,,,,
1161650203,normal,,,162037,,,,
1161666104,normal,,,162054,,,,
1161669629,normal,,,162056,,,,
1161672304,normal,,,162065,,,,
1161672324,normal,,,162066,,,,
1161674428,normal,,,162073,,,,
1161685860,normal,,,162104,,,,
1161740301,normal,,,162171,,,,
1161783965,normal,,,162296,,,,
1161823869,normal,,,162356,,,,
1161833077,normal,,,162370,,,,
1161843878,normal,,,162390,,,,
1161848167,normal,,,162400,,,,
1161872581,normal,,,162478,,,,
1161899050,normal,,,162517,,,,
1161958520,normal,,,162621,,,,
1162168039,minor,,,162717,,,,
1162194247,normal,,,162743,,,,
1162208252,normal,,,162772,,,,
1162267179,normal,,,162869,,,,
1162283681,normal,,,162903,,,,
1162288247,normal,,,162918,,,,
1162289388,normal,,,162923,,,,
1162297339,normal,,,162965,,,,
1162298094,normal,,,162968,,,,
1162307750,blocker,,,162991,,,,
1162372687,normal,,,163072,,,,
1162446977,normal,,,163194,,,,
1162451248,normal,,,163200,,,,
1162456531,normal,,,163212,,,,
1162463033,trivial,,,163229,,,,
1162465582,normal,,,163236,,,,
1162481076,normal,,,163262,,,,
1162549606,normal,,,163349,,,,
1162558077,normal,,,163370,,,,
1162562621,blocker,,,163378,,,,
1162578585,normal,,,163416,,,,
1162632139,normal,,,163443,,,,
1162807085,normal,,,163549,,,,
1162810586,normal,,,163560,,,,
1162823683,normal,,,163590,,,,
1162827707,normal,,,163600,,,,
1162881964,normal,,,163647,,,,
1162895022,normal,,,163680,,,,
1162921886,normal,,,163733,,,,
1162959713,normal,,,163782,,,,
1162973748,major,,,163807,,,,
1163005531,normal,,,163889,,,,
1163010948,normal,,,163896,,,,
1163046184,normal,,,163935,,,,
1163070617,major,,,163984,,,,
1163111420,normal,,,164065,,,,
1163137264,normal,,,164090,,,,
1163137343,normal,,,164091,,,,
1163138540,normal,,,164092,,,,
1163139279,normal,,,164094,,,,
1163148920,normal,,,164121,,,,
1163320043,normal,,,164259,,,,
1163346128,normal,,,164266,,,,
1163400834,normal,,,164311,,,,
1163482141,normal,,,164450,,,,
1163502616,normal,,,164497,,,,
1163510365,normal,,,164517,,,,
1163563553,normal,,,164610,,,,
1163565897,normal,,,164616,,,,
1163570681,normal,,,164622,,,,
1163585884,normal,,,164656,,,,
1163586440,normal,,,164657,,,,
1163587840,normal,,,164665,,,,
1163603811,normal,,,164707,,,,
1163651749,normal,,,164791,,,,
1163652288,normal,,,164792,,,,
1163675137,normal,,,164837,,,,
1163684129,normal,,,164862,,,,
1163741076,normal,,,164946,,,,
1163741141,normal,,,164947,,,,
1163833388,minor,,,165069,,,,
1163839446,normal,,,165074,,,,
1163857142,normal,,,165081,,,,
1164005459,major,,,165143,,,,
1164005647,major,,,165145,,,,
1164031337,normal,,,165210,,,,
1164081009,normal,,,165291,,,,
1164105991,normal,,,165337,,,,
1164108740,minor,,,165346,,,,
1164110350,normal,,,165352,,,,
1164128340,normal,,,165384,,,,
1164129860,normal,,,165390,,,,
1164182299,normal,,,165444,,,,
1164182893,normal,,,165446,,,,
1164187266,normal,,,165453,,,,
1164193900,trivial,,,165475,,,,
1164208471,normal,,,165525,,,,
1164242758,major,,,165620,,,,
1164256645,normal,,,165645,,,,
1164270091,normal,,,165662,,,,
1164287892,minor,,,165701,,,,
1164358279,normal,,,165783,,,,
1164361743,normal,,,165794,,,,
1164365953,normal,,,165801,,,,
1164369630,normal,,,165805,,,,
1164473313,normal,,,165849,,,,
1164605342,normal,,,165900,,,,
1164612703,major,,,165909,,,,
1164615697,normal,,,165917,,,,
1164632336,normal,,,165954,,,,
1164642229,normal,,,165976,,,,
1164687511,normal,,,166031,,,,
1164710032,normal,,,166076,,,,
1164710408,normal,,,166077,,,,
1164717823,normal,,,166093,,,,
1164874275,normal,,,166348,,,,
1164876139,normal,,,166355,,,,
1164877263,normal,,,166357,,,,
1164884372,normal,,,166365,,,,
1164887470,normal,,,166372,,,,
1164915808,normal,,,166436,,,,
1164933559,normal,,,166449,,,,
1164963523,normal,,,166490,,,,
1164992886,normal,,,166572,,,,
1164993961,critical,,,166573,,,,
1165075210,normal,,,166601,,,,
1165307526,normal,,,166783,,,,
1165323476,critical,,,166824,,,,
1165336177,normal,,,166866,,,,
1165395907,minor,,,166962,,,,
1165406029,normal,,,166977,,,,
1165518624,major,,,167190,,,,
1165550238,normal,,,167217,,,,
1165574104,normal,,,167250,,,,
1165578793,normal,,,167262,,,,
1165583407,normal,,,167268,,,,
1165643880,normal,,,167317,,,,
1165661159,normal,,,167324,,,,
1165768188,normal,,,167357,,,,
1165849174,normal,,,167488,,,,
1165887106,normal,,,167546,,,,
1165919977,normal,,,167676,,,,
1165936800,normal,,,167743,,,,
1165939278,major,,,167750,,,,
1165976908,major,,,167811,,,,
1165981488,normal,,,167816,,,,
1165983240,normal,,,167820,,,,
1166006046,normal,,,167875,,,,
1166021041,normal,,,167952,,,,
1166022470,normal,,,167958,,,,
1166084289,major,,,168056,,,,
1166095040,normal,,,168085,,,,
1166095905,normal,,,168088,,,,
1166109296,normal,,,168125,,,,
1166148050,normal,,,168167,,,,
1166171929,minor,,,168208,,,,
1166178553,normal,,,168230,,,,
1166271383,normal,,,168331,,,,
1166472222,normal,,,168490,,,,
1166521466,critical,,,168555,,,,
1166522075,major,,,168565,,,,
1166544536,normal,,,168610,,,,
1166590022,major,,,168657,,,,
1166591588,normal,,,168658,,,,
1166597412,major,,,168665,,,,
1166598337,normal,,,168671,,,,
1166621986,normal,,,168761,,,,
1166692087,minor,,,168849,,,,
1166732093,minor,,,168910,,,,
1167055056,normal,,,169049,,,,
1167193777,normal,,,169114,,,,
1167262598,normal,,,169144,,,,
1167720642,normal,,,169330,,,,
1167742311,normal,,,169358,,,,
1167805447,normal,,,169419,,,,
1167835756,major,,,169477,,,,
1167896249,normal,,,169545,,,,
1167927097,normal,,,169596,,,,
1167981892,normal,,,169678,,,,
1167983320,normal,,,169682,,,,
1167989211,normal,,,169695,,,,
1168011645,normal,,,169728,,,,
1168019470,normal,,,169742,,,,
1168025368,normal,,,169744,,,,
1168263719,normal,,,169881,,,,
1168277296,normal,,,169911,,,,
1168277623,normal,,,169913,,,,
1168326485,normal,,,169963,,,,
1168334518,normal,,,169970,,,,
1168345645,normal,,,169994,,,,
1168345748,normal,,,169995,,,,
1168493257,normal,,,170203,,,,
1168513171,normal,,,170235,,,,
1168522298,normal,,,170249,,,,
1168538068,normal,,,170272,,,,
1168918275,normal,,,170595,,,,
1168940871,minor,,,170637,,,,
1169021096,normal,,,170765,,,,
1169052090,normal,,,170842,,,,
1169097098,normal,,,170889,,,,
1169102479,normal,,,170896,,,,
1169122125,normal,,,170954,,,,
1169147208,normal,,,170986,,,,
1169177486,normal,,,171016,,,,
1169185227,normal,,,171031,,,,
1169192077,minor,,,171037,,,,
1169201922,normal,,,171066,,,,
1169291714,normal,,,171136,,,,
1169428956,normal,,,171184,,,,
1169540608,minor,,,171383,,,,
1169567149,major,,,171465,,,,
1169567493,major,,,171466,,,,
1169567514,major,,,171467,,,,
1169569545,normal,,,171472,,,,
1169579914,minor,,,171485,,,,
1169604133,normal,,,171504,,,,
1169625476,normal,,,171541,,,,
1169695913,normal,,,171634,,,,
1169696491,normal,,,171636,,,,
1169705892,normal,,,171657,,,,
1169716256,normal,,,171679,,,,
1169718072,normal,,,171684,,,,
1169721990,normal,,,171703,,,,
1169761765,normal,,,171749,,,,
1169786139,normal,,,171771,,,,
1169802250,normal,,,171802,,,,
1170069707,major,,,172028,,,,
1170143419,critical,,,172160,,,,
1170154313,minor,,,172189,,,,
1170161552,normal,,,172207,,,,
1170182646,normal,,,172254,,,,
1170235141,normal,,,172324,,,,
1170237759,trivial,,,172328,,,,
1170244122,major,,,172345,,,,
1170251705,normal,,,172369,,,,
1170301411,normal,,,172444,,,,
1170381215,normal,,,172633,,,,
1170397866,normal,,,172648,,,,
1170405787,normal,,,172666,,,,
1170441969,normal,,,172743,,,,
1170443766,normal,,,172745,,,,
1170624712,normal,,,172820,,,,
1170659186,trivial,,,172848,,,,
1170685979,normal,,,172913,,,,
1170735193,normal,,,173013,,,,
1170739249,normal,,,173028,,,,
1170763859,normal,,,173130,,,,
1170841281,normal,,,173279,,,,
1170843435,normal,,,173289,,,,
1170873845,normal,,,173376,,,,
1170903938,normal,,,173416,,,,
1170929707,blocker,,,173477,,,,
1170951434,normal,,,173551,,,,
1171052972,normal,,,173725,,,,
1171205334,normal,,,173800,,,,
1171209005,major,,,173806,,,,
1171221625,normal,,,173814,,,,
1171256529,normal,,,173849,,,,
1171261243,normal,,,173853,,,,
1171285713,blocker,,,173907,,,,
1171299484,normal,,,173944,,,,
1171347247,normal,,,173992,,,,
1171355516,normal,,,174001,,,,
1171355580,normal,,,174002,,,,
1171361598,normal,,,174015,,,,
1171421531,normal,,,174131,,,,
1171519450,major,,,174280,,,,
1171519860,major,,,174282,,,,
1171523892,normal,,,174298,,,,
1171530255,normal,,,174312,,,,
1171541332,trivial,,,174348,,,,
1171605506,major,,,174427,,,,
1171612151,normal,,,174434,,,,
1171616645,normal,,,174445,,,,
1171616991,normal,,,174447,,,,
1171838426,normal,,,174588,,,,
1171851337,normal,,,174599,,,,
1171918137,normal,,,174724,,,,
1171958904,normal,,,174766,,,,
1171976291,normal,,,174833,,,,
1171988166,normal,,,174879,,,,
1172027584,minor,,,174927,,,,
1172152890,normal,,,175176,,,,
1172154371,critical,,,175183,,,,
1172239856,normal,,,175362,,,,
1172269881,normal,,,175409,,,,
1172417607,normal,,,175467,,,,
1172481454,major,,,175531,,,,
1172490784,normal,,,175570,,,,
1172490870,normal,,,175571,,,,
1172548600,blocker,,,175671,,,,
1172650408,normal,,,175832,,,,
1172650808,normal,,,175834,,,,
1172652614,normal,,,175839,,,,
1172656393,normal,,,175849,,,,
1172717162,normal,,,175986,,,,
1172717434,major,,,175987,,,,
1172722805,normal,,,175992,,,,
1172726849,normal,,,176005,,,,
1172737770,normal,,,176027,,,,
1172746935,major,,,176057,,,,
1172750886,major,,,176076,,,,
1172769974,normal,,,176118,,,,
1172823207,normal,,,176171,,,,
1172828896,normal,,,176190,,,,
1172839678,critical,,,176218,,,,
1172877499,normal,,,176269,,,,
1172908589,normal,,,176283,,,,
1173024973,normal,,,176320,,,,
1173026003,normal,,,176321,,,,
1173073790,normal,,,176358,,,,
1173074743,normal,,,176361,,,,
1173078208,normal,,,176364,,,,
1173113122,normal,,,176429,,,,
1173153705,normal,,,176472,,,,
1173203648,normal,,,176542,,,,
1173243282,normal,,,176591,,,,
1173335854,normal,,,176701,,,,
1173337125,normal,,,176705,,,,
1173350950,normal,,,176725,,,,
1173417948,normal,,,176808,,,,
1173430339,normal,,,176825,,,,
1173430995,trivial,,,176827,,,,
1173435916,normal,,,176831,,,,
1173674804,normal,,,176971,,,,
1173696573,normal,,,177009,,,,
1173717752,major,,,177073,,,,
1173724096,normal,,,177079,,,,
1173759289,normal,,,177115,,,,
1173786912,normal,,,177174,,,,
1173796488,normal,,,177194,,,,
1173837937,normal,,,177279,,,,
1173856968,normal,,,177319,,,,
1173873036,normal,,,177372,,,,
1173876684,trivial,,,177386,,,,
1173910869,normal,,,177478,,,,
1173966987,normal,,,177621,,,,
1173967111,normal,,,177623,,,,
1173988178,normal,,,177686,,,,
1174053572,critical,,,177819,,,,
1174073605,normal,,,177863,,,,
1174100737,normal,,,177883,,,,
1174147996,normal,,,177916,,,,
1174282010,normal,,,178027,,,,
1174287566,normal,,,178039,,,,
1174367169,major,,,178213,,,,
1174367812,normal,,,178215,,,,
1174370693,normal,,,178226,,,,
1174370986,normal,,,178227,,,,
1174407602,critical,,,178432,,,,
1174450394,normal,,,178499,,,,
1174468103,normal,,,178544,,,,
1174469273,major,,,178551,,,,
1174477492,normal,,,178594,,,,
1174477746,major,,,178596,,,,
1174479771,normal,,,178607,,,,
1174481222,normal,,,178616,,,,
1174567452,normal,,,178847,,,,
1174571391,normal,,,178861,,,,
1174578895,normal,,,178895,,,,
1174634106,normal,,,178982,,,,
1174638229,normal,,,179000,,,,
1174639977,normal,,,179011,,,,
1174645557,normal,,,179042,,,,
1174647494,normal,,,179056,,,,
1174649301,normal,,,179065,,,,
1174742610,normal,,,179159,,,,
1174813616,normal,,,179195,,,,
1174821388,major,,,179199,,,,
1174875481,critical,,,179258,,,,
1174883615,normal,,,179275,,,,
1174903980,normal,,,179334,,,,
1174933092,normal,,,179407,,,,
1174978240,normal,,,179506,,,,
1174982122,normal,,,179529,,,,
1175023163,normal,,,179630,,,,
1175048170,normal,,,179672,,,,
1175050582,normal,,,179684,,,,
1175051876,normal,,,179690,,,,
1175053714,normal,,,179699,,,,
1175083262,normal,,,179809,,,,
1175118189,normal,,,179902,,,,
1175170530,normal,,,180046,,,,
1175173796,blocker,,,180061,,,,
1175182267,normal,,,180082,,,,
1175196469,normal,,,180107,,,,
1175231559,normal,,,180169,,,,
1175234675,normal,,,180174,,,,
1175493001,normal,,,180471,,,,
1175505491,normal,,,180498,,,,
1175513833,normal,,,180524,,,,
1175576482,normal,,,180683,,,,
1175586573,normal,,,180713,,,,
1175602996,normal,,,180769,,,,
1175608363,normal,,,180789,,,,
1175665323,normal,,,180925,,,,
1175701754,normal,,,181076,,,,
1175775516,normal,,,181269,,,,
1175775598,normal,,,181270,,,,
1175795662,major,,,181349,,,,
1175798667,normal,,,181357,,,,
1175820935,normal,,,181380,,,,
1175835238,normal,,,181393,,,,
1175867353,major,,,181459,,,,
1175874701,critical,,,181475,,,,
1175918117,normal,,,181488,,,,
1176145538,normal,,,181682,,,,
1176174796,critical,,,181727,,,,
1176260812,normal,,,181900,,,,
1176291658,normal,,,181981,,,,
1176361220,normal,,,182124,,,,
1176371134,critical,,,182154,,,,
1176376686,normal,,,182179,,,,
1176380015,normal,,,182192,,,,
1176383406,normal,,,182204,,,,
1176449727,normal,,,182319,,,,
1176455673,normal,,,182338,,,,
1176461554,normal,,,182359,,,,
1176467397,normal,,,182372,,,,
1176626626,normal,,,182459,,,,
1176672411,normal,,,182485,,,,
1176740531,normal,,,182642,,,,
1176792503,normal,,,182738,,,,
1176806943,normal,,,182786,,,,
1176848676,normal,,,182857,,,,
1176866047,normal,,,182899,,,,
1176874482,normal,,,182930,,,,
1176908175,normal,,,183062,,,,
1176944820,normal,,,183117,,,,
1176970315,trivial,,,183196,,,,
1176976015,normal,,,183211,,,,
1176977865,normal,,,183216,,,,
1177036970,normal,,,183338,,,,
1177059502,normal,,,183395,,,,
1177064971,major,,,183413,,,,
1177082368,normal,,,183468,,,,
1177140204,major,,,183502,,,,
1177157704,normal,,,183508,,,,
1177252970,normal,,,183538,,,,
1177348706,normal,,,183682,,,,
1177392749,minor,,,183765,,,,
1177458131,normal,,,183923,,,,
1177468971,normal,,,183942,,,,
1177473477,normal,,,183955,,,,
1177508832,normal,,,184102,,,,
1177559948,normal,,,184190,,,,
1177589782,normal,,,184293,,,,
1177590173,normal,,,184298,,,,
1177640932,normal,,,184382,,,,
1177673225,normal,,,184485,,,,
1177699134,normal,,,184546,,,,
1177730303,critical,,,184581,,,,
1178021300,normal,,,184940,,,,
1178024237,normal,,,184957,,,,
1178068262,normal,,,185037,,,,
1178081524,normal,,,185079,,,,
1178094135,normal,,,185119,,,,
1178105009,normal,,,185182,,,,
1178114050,normal,,,185210,,,,
1178124973,major,,,185256,,,,
1178165911,normal,,,185306,,,,
1178166806,normal,,,185310,,,,
1178170168,normal,,,185318,,,,
1178170962,normal,,,185322,,,,
1178180555,normal,,,185350,,,,
1178181278,normal,,,185353,,,,
1178181905,normal,,,185355,,,,
1178196602,normal,,,185422,,,,
1178270639,normal,,,185567,,,,
1178273665,normal,,,185576,,,,
1178286632,trivial,,,185603,,,,
1178512541,normal,,,185733,,,,
1178525438,normal,,,185768,,,,
1178529871,normal,,,185787,,,,
1178536586,normal,,,185809,,,,
1178596800,normal,,,185928,,,,
1178610495,normal,,,185950,,,,
1178684394,normal,,,186113,,,,
1178695449,normal,,,186144,,,,
1178704423,normal,,,186189,,,,
1178710336,major,,,186212,,,,
1178722485,minor,,,186254,,,,
1178772444,normal,,,186333,,,,
1178788306,major,,,186382,,,,
1178795865,normal,,,186415,,,,
1178802179,normal,,,186438,,,,
1178841232,normal,,,186496,,,,
1178857208,normal,,,186540,,,,
1178864886,normal,,,186547,,,,
1178871400,normal,,,186565,,,,
1179108682,normal,,,186749,,,,
1179115244,minor,,,186760,,,,
1179128108,normal,,,186781,,,,
1179129835,normal,,,186788,,,,
1179136682,normal,,,186822,,,,
1179139102,normal,,,186833,,,,
1179146478,normal,,,186858,,,,
1179196898,normal,,,186953,,,,
1179196901,normal,,,186954,,,,
1179196928,normal,,,186955,,,,
1179289202,normal,,,187223,,,,
1179293486,normal,,,187232,,,,
1179340920,normal,,,187430,,,,
1179403155,normal,,,187621,,,,
1179483400,normal,,,187845,,,,
1179487950,normal,,,187861,,,,
1179712967,normal,,,188044,,,,
1179718313,major,,,188053,,,,
1179738739,normal,,,188103,,,,
1179738842,normal,,,188105,,,,
1179741683,normal,,,188119,,,,
1179742730,normal,,,188127,,,,
1179746372,major,,,188136,,,,
1179758519,normal,,,188167,,,,
1179802468,normal,,,188247,,,,
1179825718,normal,,,188340,,,,
1179840073,blocker,,,188446,,,,
1179849207,normal,,,188487,,,,
1179905626,normal,,,188638,,,,
1179908454,normal,,,188648,,,,
1179910218,normal,,,188656,,,,
1179922771,normal,,,188712,,,,
1179927146,normal,,,188741,,,,
1179982965,normal,,,188876,,,,
1179999808,normal,,,188960,,,,
1180085236,normal,,,189158,,,,
1180344128,normal,,,189456,,,,
1180344847,normal,,,189459,,,,
1180382819,normal,,,189547,,,,
1180383296,normal,,,189553,,,,
1180383865,normal,,,189561,,,,
1180391734,normal,,,189583,,,,
1180491999,normal,,,189852,,,,
1180501606,major,,,189895,,,,
1180507787,normal,,,189907,,,,
1180514305,normal,,,189933,,,,
1180525961,normal,,,189983,,,,
1180545334,normal,,,190087,,,,
1180550211,normal,,,190094,,,,
1180641297,normal,,,190391,,,,
1180645134,normal,,,190394,,,,
1180706917,normal,,,190563,,,,
1180733302,trivial,,,190622,,,,
1180733303,normal,,,190623,,,,
1180916164,normal,,,190737,,,,
1180924275,blocker,,,190748,,,,
1180997522,major,,,190945,,,,
1181003444,normal,,,190960,,,,
1181005291,minor,,,190965,,,,
1181008269,normal,,,190970,,,,
1181029213,major,,,191029,,,,
1181043996,normal,,,191085,,,,
1181056777,normal,,,191125,,,,
1181061706,normal,,,191138,,,,
1181092836,normal,,,191176,,,,
1181130757,normal,,,191322,,,,
1181299145,normal,,,191739,,,,
1181486799,normal,,,191865,,,,
1181531899,normal,,,191908,,,,
1181532159,normal,,,191909,,,,
1181535831,normal,,,191921,,,,
1181539463,normal,,,191928,,,,
1181541267,normal,,,191931,,,,
1181548396,normal,,,191962,,,,
1181558648,normal,,,192001,,,,
1181581896,normal,,,192060,,,,
1181658767,normal,,,192285,,,,
1181704850,normal,,,192387,,,,
1181722107,normal,,,192449,,,,
1181734191,normal,,,192497,,,,
1181773838,normal,,,192576,,,,
1181792704,normal,,,192620,,,,
1181809754,normal,,,192683,,,,
1181842771,normal,,,192774,,,,
1181889485,minor,,,192856,,,,
1181893959,normal,,,192875,,,,
1182104959,normal,,,193045,,,,
1182123912,normal,,,193061,,,,
1182142120,normal,,,193089,,,,
1182215087,normal,,,193265,,,,
1182246235,normal,,,193339,,,,
1182336471,normal,,,193570,,,,
1182494735,minor,,,193972,,,,
1182498627,critical,,,193979,,,,
1182506525,normal,,,194006,,,,
1182518592,major,,,194034,,,,
1182745133,major,,,194185,,,,
1182774647,normal,,,194270,,,,
1182805905,normal,,,194358,,,,
1182834987,normal,,,194398,,,,
1182836194,normal,,,194399,,,,
1182845410,normal,,,194420,,,,
1182847686,normal,,,194432,,,,
1182848423,normal,,,194435,,,,
1182885191,minor,,,194533,,,,
1183010565,normal,,,194743,,,,
1183018286,normal,,,194771,,,,
1183343691,major,,,195091,,,,
1183429609,normal,,,195228,,,,
1183449236,normal,,,195263,,,,
1183480296,normal,,,195317,,,,
1183515113,normal,,,195346,,,,
1183529561,normal,,,195374,,,,
1183533517,normal,,,195379,,,,
1183586627,normal,,,195468,,,,
1183602208,normal,,,195489,,,,
1183609385,normal,,,195506,,,,
1183609711,normal,,,195509,,,,
1183621488,normal,,,195526,,,,
1183632589,normal,,,195551,,,,
1183952383,normal,,,195802,,,,
1183965712,normal,,,195823,,,,
1184001332,normal,,,195910,,,,
1184049501,normal,,,195981,,,,
1184101122,normal,,,196102,,,,
1184124557,normal,,,196124,,,,
1184145171,normal,,,196169,,,,
1184148275,blocker,,,196183,,,,
1184155615,normal,,,196200,,,,
1184175294,critical,,,196249,,,,
1184184384,normal,,,196253,,,,
1184185238,normal,,,196254,,,,
1184226546,normal,,,196314,,,,
1184226755,normal,,,196315,,,,
1184229587,normal,,,196321,,,,
1184234893,normal,,,196339,,,,
1184240502,normal,,,196354,,,,
1184468923,normal,,,196563,,,,
1184496647,major,,,196576,,,,
1184574197,normal,,,196653,,,,
1184591014,normal,,,196714,,,,
1184653390,normal,,,196804,,,,
1184659516,normal,,,196815,,,,
1184665818,normal,,,196832,,,,
1184726900,normal,,,196920,,,,
1184728142,normal,,,196923,,,,
1184750202,normal,,,196974,,,,
1184807035,normal,,,197084,,,,
1184807042,normal,,,197085,,,,
1184836627,normal,,,197155,,,,
1184836996,major,,,197157,,,,
1184841409,normal,,,197169,,,,
1184901080,normal,,,197271,,,,
1185019731,minor,,,197400,,,,
1185080973,major,,,197414,,,,
1185094341,normal,,,197420,,,,
1185219769,minor,,,197568,,,,
1185220371,minor,,,197569,,,,
1185308310,normal,,,197733,,,,
1185353663,major,,,197812,,,,
1185469034,normal,,,198044,,,,
1185471560,normal,,,198047,,,,
1185473773,normal,,,198051,,,,
1185498054,trivial,,,198072,,,,
1185512109,major,,,198085,,,,
1185529725,normal,,,198120,,,,
1185534158,normal,,,198133,,,,
1185537761,normal,,,198142,,,,
1185541525,minor,,,198153,,,,
1185775216,normal,,,198253,,,,
1185844875,minor,,,198362,,,,
1185929910,normal,,,198483,,,,
1186033234,normal,,,198652,,,,
1186396706,minor,,,198955,,,,
1186399965,normal,,,198963,,,,
1186401205,normal,,,198967,,,,
1186416087,normal,,,198986,,,,
1186446936,major,,,199004,,,,
1186536578,normal,,,199210,,,,
1186557285,normal,,,199247,,,,
1186562573,normal,,,199265,,,,
1186634040,normal,,,199392,,,,
1186740059,minor,,,199599,,,,
1187073904,normal,,,199866,,,,
1187101584,normal,,,199954,,,,
1187174446,critical,,,200064,,,,
1187233417,normal,,,200158,,,,
1187235532,normal,,,200171,,,,
1187336419,normal,,,200357,,,,
1187347465,normal,,,200400,,,,
1187424991,normal,,,200449,,,,
1187594827,normal,,,200547,,,,
1187704529,normal,,,200724,,,,
1187769986,trivial,,,200827,,,,
1187848393,normal,,,200931,,,,
1187928238,normal,,,201062,,,,
1187930861,normal,,,201064,,,,
1187932471,major,,,201066,,,,
1187951184,normal,,,201104,,,,
1187953920,minor,,,201109,,,,
1188036312,major,,,201164,,,,
1188127656,trivial,,,201182,,,,
1188210576,normal,,,201285,,,,
1188290303,normal,,,201426,,,,
1188468504,normal,,,201762,,,,
1188532581,normal,,,201874,,,,
1188555872,normal,,,201929,,,,
1188656234,normal,,,201985,,,,
1188662564,normal,,,201987,,,,
1188803934,normal,,,202076,,,,
1188876726,normal,,,202134,,,,
1188891309,major,,,202152,,,,
1188897744,normal,,,202165,,,,
1188898730,normal,,,202169,,,,
1188934493,normal,,,202220,,,,
1188958850,major,,,202241,,,,
1188975201,normal,,,202268,,,,
1189042299,normal,,,202393,,,,
1189047808,normal,,,202404,,,,
1189064701,normal,,,202446,,,,
1189067767,normal,,,202465,,,,
1189068114,normal,,,202467,,,,
1189068766,normal,,,202470,,,,
1189149605,blocker,,,202624,,,,
1189152411,minor,,,202634,,,,
1189173781,normal,,,202689,,,,
1189428644,normal,,,202830,,,,
1189440900,normal,,,202858,,,,
1189501935,minor,,,202936,,,,
1189541747,normal,,,203020,,,,
1189578284,blocker,,,203058,,,,
1189578641,minor,,,203060,,,,
1189579488,normal,,,203061,,,,
1189655932,normal,,,203241,,,,
1189681596,normal,,,203318,,,,
1189686990,normal,,,203342,,,,
1189741429,normal,,,203421,,,,
1189767881,normal,,,203454,,,,
1189999256,normal,,,203570,,,,
1190004634,normal,,,203577,,,,
1190007044,normal,,,203579,,,,
1190013197,minor,,,203587,,,,
1190013955,normal,,,203588,,,,
1190021311,minor,,,203606,,,,
1190022397,normal,,,203609,,,,
1190048931,normal,,,203662,,,,
1190074945,normal,,,203686,,,,
1190088986,normal,,,203721,,,,
1190089893,normal,,,203725,,,,
1190090313,major,,,203728,,,,
1190101012,normal,,,203763,,,,
1190102090,normal,,,203769,,,,
1190141376,critical,,,203905,,,,
1190185277,normal,,,203965,,,,
1190196707,major,,,204002,,,,
1190197579,major,,,204006,,,,
1190201217,blocker,,,204019,,,,
1190215385,normal,,,204040,,,,
1190260183,normal,,,204091,,,,
1190263584,normal,,,204100,,,,
1190271839,normal,,,204108,,,,
1190350305,normal,,,204257,,,,
1190367237,normal,,,204283,,,,
1190373868,minor,,,204298,,,,
1190395075,minor,,,204339,,,,
1190602322,normal,,,204417,,,,
1190698869,normal,,,204534,,,,
1190699400,normal,,,204536,,,,
1190709171,normal,,,204551,,,,
1190714471,normal,,,204569,,,,
1190722305,normal,,,204589,,,,
1190743036,major,,,204624,,,,
1190771125,normal,,,204652,,,,
1190829609,normal,,,204749,,,,
1190864806,normal,,,204777,,,,
1190879354,major,,,204805,,,,
1190896040,normal,,,204845,,,,
1190947754,normal,,,204893,,,,
1191221889,normal,,,205046,,,,
1191289828,normal,,,205147,,,,
1191308218,normal,,,205178,,,,
1191333941,normal,,,205235,,,,
1191385010,major,,,205275,,,,
1191473770,normal,,,205418,,,,
1191582660,normal,,,205594,,,,
1191585920,normal,,,205596,,,,
1191931963,normal,,,205847,,,,
1191936762,normal,,,205860,,,,
1192002696,normal,,,205917,,,,
1192073964,normal,,,206017,,,,
1192076957,normal,,,206021,,,,
1192081777,normal,,,206027,,,,
1192082171,normal,,,206028,,,,
1192160969,normal,,,206123,,,,
1192438708,normal,,,206336,,,,
1192444783,normal,,,206352,,,,
1192495614,normal,,,206423,,,,
1192523332,normal,,,206470,,,,
1192528551,normal,,,206483,,,,
1192531839,normal,,,206498,,,,
1192541691,normal,,,206522,,,,
1192593976,normal,,,206597,,,,
1192598303,minor,,,206601,,,,
1192794988,normal,,,206930,,,,
1193065897,normal,,,207093,,,,
1193172226,normal,,,207257,,,,
1193209955,normal,,,207299,,,,
1193215563,major,,,207313,,,,
1193222893,minor,,,207330,,,,
1193276926,major,,,207411,,,,
1193281335,normal,,,207418,,,,
1193291667,normal,,,207433,,,,
1193297215,normal,,,207441,,,,
1193297881,normal,,,207442,,,,
1193299311,normal,,,207445,,,,
1193303329,normal,,,207465,,,,
1193316235,normal,,,207496,,,,
1193369883,normal,,,207560,,,,
1193382727,normal,,,207572,,,,
1193383130,blocker,,,207573,,,,
1193443289,normal,,,207657,,,,
1193639531,normal,,,207758,,,,
1193643124,trivial,,,207765,,,,
1193647228,normal,,,207775,,,,
1193659102,normal,,,207809,,,,
1193688503,normal,,,207890,,,,
1193710762,normal,,,207915,,,,
1193722319,normal,,,207929,,,,
1193723880,normal,,,207935,,,,
1193725264,major,,,207944,,,,
